medication_id,medication_name,drug_class,dose_band,dominant_effect,pharmacological_target,receptor_or_mechanism,anxiety_score,sleep_score,mood_score,energy_score,cognition_score,sedation_risk,weight_gain_risk,extrapyramidal_risk,explanation_for_motor,current_source_status,source_required,source_reference,integration_status,drug_class_source,dose_band_source,dominant_effect_source,pharmacological_target_source,receptor_or_mechanism_source,anxiety_score_source,sleep_score_source,mood_score_source,energy_score_source,cognition_score_source,sedation_risk_source,weight_gain_risk_source,extrapyramidal_risk_source,source_legend
venlafaxina_xr,Venlafaxina XR,SNRI,"37,5 mg/dia: titulação inicial.
75 mg/dia: predomínio serotoninérgico.
150–225 mg/dia: maior componente noradrenérgico.

Tricíclicos e tetracíclicos

Os tricíclicos apresentam inibição da recaptação de serotonina/noradrenalina associada, em graus diferentes, a antagonismo muscarínico, H1 e α1. Doses baixas frequentemente produzem efeitos sedativos/anticolinérgicos antes de alcançar uma dose antidepressiva, mas não existem divisões receptorais rígidas e universais. (DM/ST-E/GG)","mesmo perfil da venlafaxina; XR altera a liberação e tolerabilidade, não o mecanismo essencial. (DM/ST-E/GG)","energia, ansiedade, humor, dor (TM/T1/T2)","mesmo perfil da venlafaxina; XR altera a liberação e tolerabilidade, não o mecanismo essencial. (DM/ST-E/GG)",4,1,1,4,PENDENTE_PESQUISAR,nao cadastrado,nao cadastrado,nao cadastrado,"Dose - efeito cadastrado a partir da tabela enviada: 37,5 mg/dia: titulação inicial.
75 mg/dia: predomínio serotoninérgico.
150–225 mg/dia: maior componente noradrenérgico.

Tricíclicos e tetracíclicos

Os tricíclicos apresentam inibição da recaptação de serotonina/noradrenalina associada, em graus diferentes, a antagonismo muscarínico, H1 e α1. Doses baixas frequentemente produzem efeitos sedativos/anticolinérgicos antes de alcançar uma dose antidepressiva, mas não existem divisões receptorais rígidas e universais.",official_label_located_pending_formal_review,"Dose e formulação: FDA/DAILYMED, Effexor XR. Mecanismo: mesmos estudos e livros da venlafaxina. Fonte: FDA/Effexor XR Prescribing Information; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; estudos PET SERT/NET. Registrar como formulação de liberação prolongada, não como mecanismo diferente.","FDA/Effexor XR Prescribing Information; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; estudos PET SERT/NET.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=38fd2c97-cd30-2f7d-e054-00144ff8d46c",backlog_only,TM(Tabela 1|Tabela 2),"FDA/Effexor XR Prescribing Information; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; estudos PET SERT/NET.","FDA/Effexor XR Prescribing Information; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; estudos PET SERT/NET.",TM(Tabela 1|Tabela 2),"FDA/Effexor XR Prescribing Information; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; estudos PET SERT/NET.",TM(Tabela 1|Tabela 2),TM(Tabela 1|Tabela 2),TM(Tabela 1|Tabela 2),TM(Tabela 1|Tabela 2),PENDENTE_PESQUISAR,TM(Tabela 1|Tabela 2),TM(Tabela 1|Tabela 2),TM(Tabela 1|Tabela 2),TM=Tabela Motor/local; DM=DailyMed/FDA; ST-E=Stahl Essential; ST-PG=Stahl Prescriber; GG=Goodman Gilman; APA=American Psychiatric Association; NICE=NICE; EMA=European Medicines Agency; ANVISA=Agencia regulatoria brasileira
vilazodona,Vilazodona,SSRI/serotonergico,"10 mg/dia: etapa de titulação, não dose-alvo usual.
20 mg/dia: dose terapêutica possível.
40 mg/dia: dose terapêutica habitual máxima.
Atua como inibidor da recaptação de serotonina e agonista parcial 5-HT1A em toda a faixa. (DM/ST-E/GG)",MESMO_MECANISMO_MAIOR_EXPOSICAO. (DM/ST-E/GG),"ansiedade, humor (TM/T1/T2)",MESMO_MECANISMO_MAIOR_EXPOSICAO. (DM/ST-E/GG),3,1,1,2,PENDENTE_PESQUISAR,nao cadastrado,nao cadastrado,nao cadastrado,"Dose - efeito cadastrado a partir da tabela enviada: 10 mg/dia: etapa de titulação, não dose-alvo usual.
20 mg/dia: dose terapêutica possível.
40 mg/dia: dose terapêutica habitual máxima.
Atua como inibidor da recaptação de serotonina e agonista parcial 5-HT1A em toda a faixa.",official_label_located_pending_formal_review,"Dose: FDA/DAILYMED, Viibryd — vilazodone. Mecanismo: STAHL-MEC; GG. Fonte: FDA/Viibryd Prescribing Information; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.","FDA/Viibryd Prescribing Information; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4c55ccfb-c4cf-11df-851a-0800200c9a66",backlog_only,TM(Tabela 1|Tabela 2),"FDA/Viibryd Prescribing Information; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.","FDA/Viibryd Prescribing Information; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.",TM(Tabela 1|Tabela 2),"FDA/Viibryd Prescribing Information; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.",TM(Tabela 1|Tabela 2),TM(Tabela 1|Tabela 2),TM(Tabela 1|Tabela 2),TM(Tabela 1|Tabela 2),PENDENTE_PESQUISAR,TM(Tabela 1|Tabela 2),TM(Tabela 1|Tabela 2),TM(Tabela 1|Tabela 2),TM=Tabela Motor/local; DM=DailyMed/FDA; ST-E=Stahl Essential; ST-PG=Stahl Prescriber; GG=Goodman Gilman; APA=American Psychiatric Association; NICE=NICE; EMA=European Medicines Agency; ANVISA=Agencia regulatoria brasileira
vortioxetina,Vortioxetina,SSRI/serotonergico,"5 mg/dia: dose reduzida, frequentemente usada quando há maior sensibilidade ou situações específicas.
10 mg/dia: dose inicial e usual.
20 mg/dia: maior exposição e ocupação do transportador de serotonina; mantém o mesmo perfil multimodal.
Faixa: 5–20 mg/dia.

O SmPC europeu estabelece 10 mg como dose inicial/recomendada em adultos abaixo de 65 anos, com ajuste entre 5 e 20 mg conforme resposta.

ISRS

Nestes medicamentos, o mecanismo central continua sendo a inibição do transportador de serotonina. A dose maior aumenta exposição e ocupação do transportador, mas não transforma o medicamento em outra classe. (DM/EMA/ST-E/GG)",MESMO_MECANISMO_MAIOR_EXPOSICAO. (DM/EMA/ST-E/GG),"ansiedade, humor (TM/T1/T2)",MESMO_MECANISMO_MAIOR_EXPOSICAO. (DM/EMA/ST-E/GG),3,1,1,2,PENDENTE_PESQUISAR,nao cadastrado,nao cadastrado,nao cadastrado,"Dose - efeito cadastrado a partir da tabela enviada: 5 mg/dia: dose reduzida, frequentemente usada quando há maior sensibilidade ou situações específicas.
10 mg/dia: dose inicial e usual.
20 mg/dia: maior exposição e ocupação do transportador de serotonina; mantém o mesmo perfil multimodal.
Faixa: 5–20 mg/dia.

O SmPC europeu estabelece 10 mg como dose inicial/recomendada em adultos abaixo de 65 anos, com ajuste entre 5 e 20 mg conforme resposta.

ISRS

Nestes medicamentos, o mecanismo central continua sendo a inibição do transportador de serotonina. A dose maior aumenta exposição e ocupação do transportador, mas não transforma o medicamento em outra classe.",official_label_located_pending_formal_review,"Dose: FDA/DAILYMED, Trintellix — vortioxetine; EMA, Brintellix SmPC; Anvisa. Mecanismo multimodal: STAHL-MEC; GG. Fonte: FDA/Trintellix Prescribing Information; EMA/Brintellix SmPC; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.","FDA/Trintellix Prescribing Information; EMA/Brintellix SmPC; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=cb1e9df4-dd74-4073-9d78-bb55593dd000",backlog_only,TM(Tabela 1|Tabela 2),"FDA/Trintellix Prescribing Information; EMA/Brintellix SmPC; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.","FDA/Trintellix Prescribing Information; EMA/Brintellix SmPC; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.",TM(Tabela 1|Tabela 2),"FDA/Trintellix Prescribing Information; EMA/Brintellix SmPC; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.",TM(Tabela 1|Tabela 2),TM(Tabela 1|Tabela 2),TM(Tabela 1|Tabela 2),TM(Tabela 1|Tabela 2),PENDENTE_PESQUISAR,TM(Tabela 1|Tabela 2),TM(Tabela 1|Tabela 2),TM(Tabela 1|Tabela 2),TM=Tabela Motor/local; DM=DailyMed/FDA; ST-E=Stahl Essential; ST-PG=Stahl Prescriber; GG=Goodman Gilman; APA=American Psychiatric Association; NICE=NICE; EMA=European Medicines Agency; ANVISA=Agencia regulatoria brasileira
alprazolam,Alprazolam,Benzodiazepinico,"0,25-0,5 mg 2-3 vezes/dia: ansiolitico inicial. 1-4 mg/dia: faixa comum para ansiedade ou panico. Acima de 4 mg/dia: maior exposicao, risco crescente de sedacao, dependencia e retirada. (DM/ANVISA/ST-E/GG/Maudsley)",MESMO_MECANISMO_MAIOR_EXPOSICAO_OU_PERFIL_DEPENDENTE_DE_CONTEXTO (DM/ANVISA/ST-E/GG/Maudsley),"ansiedade, panico, sedacao (DM/ANVISA/ST-E/GG/Maudsley)","Modulacao alosterica positiva do receptor GABA-A; mesmo mecanismo ao longo da faixa, com maior intensidade por exposicao. (DM/ANVISA/ST-E/GG/Maudsley)",5,3,0,0,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,Alprazolam: registro preliminar adicional. Usar apenas como suporte em revisao ate confirmacao por bula/formulacao adotada no Brasil.,official_label_located_pending_formal_review,FDA/DailyMed Xanax/alprazolam; bula Anvisa; Stahl; Goodman & Gilman; Maudsley,FDA/DailyMed Xanax/alprazolam; bula Anvisa; Stahl; Goodman & Gilman; Maudsley; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=fc5fe795-6b41-aecf-e053-6394a90af562,backlog_only,Fonte enviada pelo fundador; revisao formal pendente,FDA/DailyMed Xanax/alprazolam; bula Anvisa; Stahl; Goodman & Gilman; Maudsley,FDA/DailyMed Xanax/alprazolam; bula Anvisa; Stahl; Goodman & Gilman; Maudsley,FDA/DailyMed Xanax/alprazolam; bula Anvisa; Stahl; Goodman & Gilman; Maudsley,FDA/DailyMed Xanax/alprazolam; bula Anvisa; Stahl; Goodman & Gilman; Maudsley,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,TM=Tabela Motor/local; DM=DailyMed/FDA; ST-E=Stahl Essential; ST-PG=Stahl Prescriber; GG=Goodman Gilman; APA=American Psychiatric Association; NICE=NICE; EMA=European Medicines Agency; ANVISA=Agencia regulatoria brasileira
bromazepam,Bromazepam,Benzodiazepinico,"6-18 mg/dia em doses divididas: faixa adulta usual; 6-30 mg/dia: faixa otima descrita em monografia; idoso/debilitado: iniciar ate 3 mg/dia; doses maiores aumentam sedacao, prejuizo psicomotor e dependencia. (HC)",Ansiolitico benzodiazepinico; sedacao e prejuizo psicomotor aumentam com dose e vulnerabilidade. (HC/ST-E/GG),ansiedade/resgate e sedacao de curto prazo (HC/ST-E/GG),"Benzodiazepinico; modulacao positiva GABA-A, alvo em ansiedade/resgate e sedacao de curto prazo. (HC/ST-E/GG)",4,3,0,0,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,Bromazepam: registro preliminar adicional. Usar apenas como suporte em revisao ate confirmacao por bula/formulacao adotada no Brasil.,source_reference_mapped_pending_formal_review,Bula profissional Anvisa/SmPC bromazepam; BNF; Stahl; Goodman & Gilman,HC; ST-E; GG,backlog_only,Fonte enviada pelo fundador; revisao formal pendente,HC,HC; ST-E; GG,HC; ST-E; GG,HC; ST-E; GG,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,TM=Tabela Motor/local; DM=DailyMed/FDA; ST-E=Stahl Essential; ST-PG=Stahl Prescriber; GG=Goodman Gilman; APA=American Psychiatric Association; NICE=NICE; EMA=European Medicines Agency; ANVISA=Agencia regulatoria brasileira; HC=Health Canada product monograph
clobazam,Clobazam,Benzodiazepinico anticonvulsivante,5-10 mg/dia: inicio com efeito ansiolitico/sedativo. 10-30 mg/dia: maior efeito anticonvulsivante. Ate 40 mg/dia em adultos conforme indicacao/bula. (DM/ANVISA/GG),MESMO_MECANISMO_MAIOR_EXPOSICAO_OU_PERFIL_DEPENDENTE_DE_CONTEXTO (DM/ANVISA/GG),"epilepsia, ansiedade, sedacao (DM/ANVISA/GG)",Modulacao GABA-A; perfil predominantemente anticonvulsivante. (DM/ANVISA/GG),2,2,0,0,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,Clobazam: registro preliminar adicional. Usar apenas como suporte em revisao ate confirmacao por bula/formulacao adotada no Brasil.,official_label_located_pending_formal_review,FDA/Onfi; UK/European SmPC; bula Anvisa quando disponivel; Goodman & Gilman,FDA/Onfi; UK/European SmPC; bula Anvisa quando disponivel; Goodman & Gilman; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6783eaa8-e236-4957-aaa9-b42bf8e709a7,backlog_only,Fonte enviada pelo fundador; revisao formal pendente,FDA/Onfi; UK/European SmPC; bula Anvisa quando disponivel; Goodman & Gilman,FDA/Onfi; UK/European SmPC; bula Anvisa quando disponivel; Goodman & Gilman,FDA/Onfi; UK/European SmPC; bula Anvisa quando disponivel; Goodman & Gilman,FDA/Onfi; UK/European SmPC; bula Anvisa quando disponivel; Goodman & Gilman,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,TM=Tabela Motor/local; DM=DailyMed/FDA; ST-E=Stahl Essential; ST-PG=Stahl Prescriber; GG=Goodman Gilman; APA=American Psychiatric Association; NICE=NICE; EMA=European Medicines Agency; ANVISA=Agencia regulatoria brasileira
clonazepam,Clonazepam,Benzodiazepinico,"0,25 mg 2x/dia: inicio em transtorno do panico; 1 mg/dia: alvo usual no panico; 2-4 mg/dia: maior exposicao e mais eventos adversos sem maior eficacia no estudo fixo; epilepsia pode exigir titulacao individualizada ate 20 mg/dia. (DM)",Ansiolitico/antipanico e anticonvulsivante dependente de contexto e dose. (DM/ST-E/GG),"ansiedade/resgate, panico, epilepsia, sedacao (DM/ST-E/GG)","Benzodiazepinico; modulacao positiva GABA-A, com alvo em ansiedade/resgate, panico e convulsao conforme indicacao. (DM/ST-E/GG)",4,4,1,0,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,Clonazepam: registro preliminar adicional. Usar apenas como suporte em revisao ate confirmacao por bula/formulacao adotada no Brasil.,source_reference_mapped_pending_formal_review,FDA/Klonopin; bula Anvisa/Rivotril; Stahl; Goodman & Gilman; Maudsley,DM; ST-E; GG,backlog_only,Fonte enviada pelo fundador; revisao formal pendente,DM,DM; ST-E; GG,DM; ST-E; GG,DM; ST-E; GG,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,TM=Tabela Motor/local; DM=DailyMed/FDA; ST-E=Stahl Essential; ST-PG=Stahl Prescriber; GG=Goodman Gilman; APA=American Psychiatric Association; NICE=NICE; EMA=European Medicines Agency; ANVISA=Agencia regulatoria brasileira; HC=Health Canada product monograph
diazepam,Diazepam,Benzodiazepinico,"2-5 mg 1-3 vezes/dia: ansiolitico e relaxante muscular. 5-10 mg por tomada: maior sedacao, anticonvulsivante e relaxamento. Urgencias dependem de via, indicacao e monitorizacao. (DM/ANVISA/ST-E/GG)",MESMO_MECANISMO_MAIOR_EXPOSICAO_OU_PERFIL_DEPENDENTE_DE_CONTEXTO (DM/ANVISA/ST-E/GG),"ansiedade, abstinencia alcoolica, convulsao, sedacao (DM/ANVISA/ST-E/GG)",Modulacao GABA-A; longa meia-vida e metabolitos ativos favorecem acumulo. (DM/ANVISA/ST-E/GG),3,4,0,0,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,Diazepam: registro preliminar adicional. Usar apenas como suporte em revisao ate confirmacao por bula/formulacao adotada no Brasil.,official_label_located_pending_formal_review,FDA/Valium; bula Anvisa; ASAM Alcohol Withdrawal Guideline; Stahl; Goodman & Gilman,FDA/Valium; bula Anvisa; ASAM Alcohol Withdrawal Guideline; Stahl; Goodman & Gilman; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f466f8a3-f31c-44f4-b0e8-444464f20f66,backlog_only,Fonte enviada pelo fundador; revisao formal pendente,FDA/Valium; bula Anvisa; ASAM Alcohol Withdrawal Guideline; Stahl; Goodman & Gilman,FDA/Valium; bula Anvisa; ASAM Alcohol Withdrawal Guideline; Stahl; Goodman & Gilman,FDA/Valium; bula Anvisa; ASAM Alcohol Withdrawal Guideline; Stahl; Goodman & Gilman,FDA/Valium; bula Anvisa; ASAM Alcohol Withdrawal Guideline; Stahl; Goodman & Gilman,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,TM=Tabela Motor/local; DM=DailyMed/FDA; ST-E=Stahl Essential; ST-PG=Stahl Prescriber; GG=Goodman Gilman; APA=American Psychiatric Association; NICE=NICE; EMA=European Medicines Agency; ANVISA=Agencia regulatoria brasileira
lorazepam,Lorazepam,Benzodiazepinico,"0,5-1 mg por tomada: ansiolitico. 1-2 mg por tomada: maior sedacao e controle de agitacao. Protocolos de catatonia exigem avaliacao e monitorizacao. (DM/ANVISA/Maudsley)",MESMO_MECANISMO_MAIOR_EXPOSICAO_OU_PERFIL_DEPENDENTE_DE_CONTEXTO (DM/ANVISA/Maudsley),"catatonia, ansiedade, agitacao, abstinencia alcoolica (DM/ANVISA/Maudsley)","Modulacao GABA-A; metabolismo por conjugacao, sem metabolitos ativos prolongados importantes. (DM/ANVISA/Maudsley)",4,4,0,0,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,Lorazepam: registro preliminar adicional. Usar apenas como suporte em revisao ate confirmacao por bula/formulacao adotada no Brasil.,official_label_located_pending_formal_review,FDA/Ativan; bula Anvisa; British Association for Psychopharmacology catatonia; ASAM; Maudsley,FDA/Ativan; bula Anvisa; British Association for Psychopharmacology catatonia; ASAM; Maudsley; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=569e8a5a-ddf7-ebbc-e063-6294a90ab7a4,backlog_only,Fonte enviada pelo fundador; revisao formal pendente,FDA/Ativan; bula Anvisa; British Association for Psychopharmacology catatonia; ASAM; Maudsley,FDA/Ativan; bula Anvisa; British Association for Psychopharmacology catatonia; ASAM; Maudsley,FDA/Ativan; bula Anvisa; British Association for Psychopharmacology catatonia; ASAM; Maudsley,FDA/Ativan; bula Anvisa; British Association for Psychopharmacology catatonia; ASAM; Maudsley,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,TM=Tabela Motor/local; DM=DailyMed/FDA; ST-E=Stahl Essential; ST-PG=Stahl Prescriber; GG=Goodman Gilman; APA=American Psychiatric Association; NICE=NICE; EMA=European Medicines Agency; ANVISA=Agencia regulatoria brasileira
midazolam,Midazolam,Benzodiazepinico de urgencia/sedacao,"Dose depende de via, peso, idade, condicao clinica e objetivo de sedacao. Doses menores: ansiolise/amnesia. Doses maiores ou repetidas: sedacao profunda, anticonvulsivante e risco respiratorio. (DM/ANVISA/GG)",MESMO_MECANISMO_MAIOR_EXPOSICAO_OU_PERFIL_DEPENDENTE_DE_CONTEXTO (DM/ANVISA/GG),"sedacao procedural, convulsao aguda, agitacao extrema (DM/ANVISA/GG)",Modulacao GABA-A; perfil dependente de via e contexto de emergencia. (DM/ANVISA/GG),1,5,0,0,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,Midazolam: registro preliminar adicional. Usar apenas como suporte em revisao ate confirmacao por bula/formulacao adotada no Brasil.,official_label_located_pending_formal_review,FDA/Versed; bula Anvisa; protocolos de emergencia; Goodman & Gilman,FDA/Versed; bula Anvisa; protocolos de emergencia; Goodman & Gilman; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=54ed43b2-bad1-4b45-e063-6294a90a793a,backlog_only,Fonte enviada pelo fundador; revisao formal pendente,FDA/Versed; bula Anvisa; protocolos de emergencia; Goodman & Gilman,FDA/Versed; bula Anvisa; protocolos de emergencia; Goodman & Gilman,FDA/Versed; bula Anvisa; protocolos de emergencia; Goodman & Gilman,FDA/Versed; bula Anvisa; protocolos de emergencia; Goodman & Gilman,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,TM=Tabela Motor/local; DM=DailyMed/FDA; ST-E=Stahl Essential; ST-PG=Stahl Prescriber; GG=Goodman Gilman; APA=American Psychiatric Association; NICE=NICE; EMA=European Medicines Agency; ANVISA=Agencia regulatoria brasileira
oxazepam,Oxazepam,Benzodiazepinico,10-15 mg 2-4 vezes/dia: ansiolitico. 15-30 mg por tomada: maior efeito sedativo/ansiolitico. Conjugacao direta e sem metabolitos ativos importantes. (DM/GG/Maudsley),MESMO_MECANISMO_MAIOR_EXPOSICAO_OU_PERFIL_DEPENDENTE_DE_CONTEXTO (DM/GG/Maudsley),"ansiedade, abstinencia alcoolica, sedacao (DM/GG/Maudsley)",Modulacao GABA-A; metabolismo por conjugacao direta. (DM/GG/Maudsley),3,3,0,0,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,Oxazepam: registro preliminar adicional. Usar apenas como suporte em revisao ate confirmacao por bula/formulacao adotada no Brasil.,official_label_located_pending_formal_review,FDA/Serax ou DailyMed oxazepam; ASAM; Goodman & Gilman; Maudsley,FDA/Serax ou DailyMed oxazepam; ASAM; Goodman & Gilman; Maudsley; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a0d5a4c1-ec79-42e6-8e8f-ae4d144edb43,backlog_only,Fonte enviada pelo fundador; revisao formal pendente,FDA/Serax ou DailyMed oxazepam; ASAM; Goodman & Gilman; Maudsley,FDA/Serax ou DailyMed oxazepam; ASAM; Goodman & Gilman; Maudsley,FDA/Serax ou DailyMed oxazepam; ASAM; Goodman & Gilman; Maudsley,FDA/Serax ou DailyMed oxazepam; ASAM; Goodman & Gilman; Maudsley,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,TM=Tabela Motor/local; DM=DailyMed/FDA; ST-E=Stahl Essential; ST-PG=Stahl Prescriber; GG=Goodman Gilman; APA=American Psychiatric Association; NICE=NICE; EMA=European Medicines Agency; ANVISA=Agencia regulatoria brasileira
temazepam,Temazepam,Benzodiazepinico hipnotico,"7,5-15 mg a noite: hipnotico. 15-30 mg a noite: maior inducao/manutencao do sono e maior prejuizo residual. (DM/GG)",MESMO_MECANISMO_MAIOR_EXPOSICAO_OU_PERFIL_DEPENDENTE_DE_CONTEXTO (DM/GG),"insonia, sedacao (DM/GG)",Modulacao GABA-A com uso hipnotico; sem indicacao antidepressiva ou ansiolitica estrutural. (DM/GG),1,5,0,0,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,Temazepam: registro preliminar adicional. Usar apenas como suporte em revisao ate confirmacao por bula/formulacao adotada no Brasil.,official_label_located_pending_formal_review,FDA/Restoril; bula/SmPC; diretrizes de insonia; Goodman & Gilman,FDA/Restoril; bula/SmPC; diretrizes de insonia; Goodman & Gilman; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bc56f7fd-1aaf-48ff-8aa7-d467e59e1015,backlog_only,Fonte enviada pelo fundador; revisao formal pendente,FDA/Restoril; bula/SmPC; diretrizes de insonia; Goodman & Gilman,FDA/Restoril; bula/SmPC; diretrizes de insonia; Goodman & Gilman,FDA/Restoril; bula/SmPC; diretrizes de insonia; Goodman & Gilman,FDA/Restoril; bula/SmPC; diretrizes de insonia; Goodman & Gilman,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,TM=Tabela Motor/local; DM=DailyMed/FDA; ST-E=Stahl Essential; ST-PG=Stahl Prescriber; GG=Goodman Gilman; APA=American Psychiatric Association; NICE=NICE; EMA=European Medicines Agency; ANVISA=Agencia regulatoria brasileira
zolpidem,Zolpidem,Hipnotico Z,"5 mg a noite: menor exposicao. 5-10 mg a noite liberacao imediata: inducao do sono. Formulacao prolongada tem dose propria. Doses maiores aumentam amnesia, comportamentos complexos e prejuizo no dia seguinte. (DM/ANVISA)",MESMO_MECANISMO_MAIOR_EXPOSICAO_OU_PERFIL_DEPENDENTE_DE_CONTEXTO (DM/ANVISA),"insonia, sedacao (DM/ANVISA)",Modulacao GABA-A por receptor benzodiazepinico; efeito hipnotico predominante. (DM/ANVISA),0,5,0,0,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,Zolpidem: registro preliminar adicional. Usar apenas como suporte em revisao ate confirmacao por bula/formulacao adotada no Brasil.,official_label_located_pending_formal_review,FDA/Ambien e Ambien CR; Anvisa; diretrizes de insonia,FDA/Ambien e Ambien CR; Anvisa; diretrizes de insonia; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9025a6f7-5501-4aba-875e-222ef39848c0,backlog_only,Fonte enviada pelo fundador; revisao formal pendente,FDA/Ambien e Ambien CR; Anvisa; diretrizes de insonia,FDA/Ambien e Ambien CR; Anvisa; diretrizes de insonia,FDA/Ambien e Ambien CR; Anvisa; diretrizes de insonia,FDA/Ambien e Ambien CR; Anvisa; diretrizes de insonia,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,TM=Tabela Motor/local; DM=DailyMed/FDA; ST-E=Stahl Essential; ST-PG=Stahl Prescriber; GG=Goodman Gilman; APA=American Psychiatric Association; NICE=NICE; EMA=European Medicines Agency; ANVISA=Agencia regulatoria brasileira
