medication_name,disease_or_context,role,status,phase,notes,source_reference,review_status
Midazolam,Convulsao aguda/status,protocolo_por_via,preliminar_conforme_fonte_mapeada,urgencia,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Versed; bula Anvisa; protocolos de emergencia; Goodman & Gilman,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Midazolam,Agitacao extrema,protocolo_emergencia,preliminar_conforme_fonte_mapeada,urgencia,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Versed; bula Anvisa; protocolos de emergencia; Goodman & Gilman,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Oxazepam,Ansiedade aguda,adjuvante_curto_prazo,preliminar_conforme_fonte_mapeada,aguda,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Serax ou DailyMed oxazepam; ASAM; Goodman & Gilman; Maudsley,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Oxazepam,Abstinencia alcoolica,opcao_em_idosos_ou_hepatopatia,preliminar_conforme_fonte_mapeada,aguda,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Serax ou DailyMed oxazepam; ASAM; Goodman & Gilman; Maudsley,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Oxazepam,Insonia,uso_selecionado_breve,preliminar_conforme_fonte_mapeada,curto_prazo,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Serax ou DailyMed oxazepam; ASAM; Goodman & Gilman; Maudsley,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Temazepam,Insonia,hipnotico_curto_prazo,preliminar_conforme_fonte_mapeada,curto_prazo,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Restoril; bula/SmPC; diretrizes de insonia; Goodman & Gilman,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Zolpidem,Insonia,tratamento_curto_prazo,preliminar_conforme_fonte_mapeada,curto_prazo,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Ambien e Ambien CR; Anvisa; diretrizes de insonia,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Zolpidem,Ansiedade,nao_trata_doenca_base,preliminar_conforme_fonte_mapeada,nao_central,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Ambien e Ambien CR; Anvisa; diretrizes de insonia,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Zolpidem,Depressao,nao_trata_doenca_base,preliminar_conforme_fonte_mapeada,nao_central,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Ambien e Ambien CR; Anvisa; diretrizes de insonia,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Zopiclona,Insonia,tratamento_curto_prazo,preliminar_conforme_fonte_mapeada,curto_prazo,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",UK/European SmPC zopiclona; BNF; bula local quando disponivel,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Eszopiclona,Insonia,tratamento_hipnotico,preliminar_conforme_fonte_mapeada,curto_prazo,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Lunesta; diretrizes de insonia; Goodman & Gilman,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Buspirona,TAG,tratamento_principal_ou_alternativa,preliminar_conforme_fonte_mapeada,manutencao,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/DailyMed buspirona; Stahl; Goodman & Gilman; diretrizes de ansiedade,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Buspirona,Ansiedade cronica,alternativa_nao_sedativa,preliminar_conforme_fonte_mapeada,manutencao,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/DailyMed buspirona; Stahl; Goodman & Gilman; diretrizes de ansiedade,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Buspirona,Crise de panico aguda,nao_resgate,preliminar_conforme_fonte_mapeada,nao_central,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/DailyMed buspirona; Stahl; Goodman & Gilman; diretrizes de ansiedade,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Buspirona,Depressao,potencializacao_off_label_selecionada,preliminar_conforme_fonte_mapeada,contextual,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/DailyMed buspirona; Stahl; Goodman & Gilman; diretrizes de ansiedade,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Metilfenidato IR,TDAH,tratamento_principal_estimulante,preliminar_conforme_fonte_mapeada,manutencao,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Ritalin; Anvisa; NICE ADHD; AAP; Goodman & Gilman,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Metilfenidato IR,Narcolepsia,conforme_bula,preliminar_conforme_fonte_mapeada,manutencao,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Ritalin; Anvisa; NICE ADHD; AAP; Goodman & Gilman,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Metilfenidato IR,Depressao resistente/fadiga,off_label_selecionado,preliminar_conforme_fonte_mapeada,contextual,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Ritalin; Anvisa; NICE ADHD; AAP; Goodman & Gilman,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Metilfenidato LP,TDAH,tratamento_principal_estimulante_cobertura_prolongada,preliminar_conforme_fonte_mapeada,manutencao,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Concerta e rotulo especifico; Anvisa; NICE ADHD,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Lisdexanfetamina,TDAH,tratamento_principal_estimulante,preliminar_conforme_fonte_mapeada,manutencao,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Vyvanse; Anvisa; NICE ADHD; Goodman & Gilman,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Lisdexanfetamina,Transtorno de compulsao alimentar,tratamento_conforme_jurisdicao,preliminar_conforme_fonte_mapeada,adultos,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Vyvanse; Anvisa; NICE ADHD; Goodman & Gilman,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Lisdexanfetamina,Emagrecimento isolado,nao_indicado,preliminar_conforme_fonte_mapeada,bloqueado,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Vyvanse; Anvisa; NICE ADHD; Goodman & Gilman,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Atomoxetina,TDAH,tratamento_nao_estimulante,preliminar_conforme_fonte_mapeada,manutencao,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Strattera; Anvisa; NICE ADHD; Goodman & Gilman,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Atomoxetina,Uso indevido de estimulantes - preocupacao,alternativa_nao_estimulante,preliminar_conforme_fonte_mapeada,contextual,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Strattera; Anvisa; NICE ADHD; Goodman & Gilman,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Guanfacina XR,TDAH,monoterapia_ou_adjuvante,preliminar_conforme_fonte_mapeada,manutencao,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Intuniv; NICE ADHD; bula especifica,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Clonidina,TDAH,xr_monoterapia_ou_adjuvante,preliminar_conforme_fonte_mapeada,manutencao,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Kapvay ou Onyda XR; NICE ADHD; Goodman & Gilman,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Clonidina,Sintomas autonomicos de abstinencia,uso_selecionado,preliminar_conforme_fonte_mapeada,contextual,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Kapvay ou Onyda XR; NICE ADHD; Goodman & Gilman,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Clonidina,Insonia associada ao TDAH,off_label_contextual,preliminar_conforme_fonte_mapeada,curto_prazo,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Kapvay ou Onyda XR; NICE ADHD; Goodman & Gilman,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Paliperidona,Esquizofrenia e transtornos psicoticos,tratamento_principal_antipsicotico,preliminar_conforme_fonte_mapeada,aguda/manutencao,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Invega e Invega Sustenna/Trinza/Hafyera; Anvisa; APA/NICE psicose; Maudsley,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Paliperidona,Transtorno esquizoafetivo,conforme_formulacao_bula,preliminar_conforme_fonte_mapeada,manutencao,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Invega e Invega Sustenna/Trinza/Hafyera; Anvisa; APA/NICE psicose; Maudsley,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Ziprasidona,Esquizofrenia e transtornos psicoticos,tratamento_antipsicotico,preliminar_conforme_fonte_mapeada,aguda/manutencao,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Geodon; Anvisa; CANMAT/ISBD; Maudsley,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Ziprasidona,Transtorno bipolar - mania/hipomania,tratamento_conforme_bula,preliminar_conforme_fonte_mapeada,aguda,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Geodon; Anvisa; CANMAT/ISBD; Maudsley,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Ziprasidona,Agitacao aguda,formulacao_im_conforme_protocolo,preliminar_conforme_fonte_mapeada,urgencia,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Geodon; Anvisa; CANMAT/ISBD; Maudsley,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Amissulprida,Esquizofrenia e transtornos psicoticos,tratamento_antipsicotico,preliminar_conforme_fonte_mapeada,aguda/manutencao,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",European/UK SmPC; Anvisa; Maudsley; Stahl,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Amissulprida,Sintomas negativos/depressivos,uso_contextual_conforme_pais,preliminar_conforme_fonte_mapeada,contextual,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",European/UK SmPC; Anvisa; Maudsley; Stahl,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Sulpirida,Esquizofrenia e transtornos psicoticos,tratamento_conforme_jurisdicao,preliminar_conforme_fonte_mapeada,aguda/manutencao,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",European/UK SmPC; Anvisa; BNF; Maudsley,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Sulpirida,Depressao,uso_restrito_off_label_conforme_pais,preliminar_conforme_fonte_mapeada,contextual,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",European/UK SmPC; Anvisa; BNF; Maudsley,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Asenapina,Esquizofrenia e transtornos psicoticos,tratamento_antipsicotico,preliminar_conforme_fonte_mapeada,conforme_jurisdicao,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Saphris; EMA/Sycrest; CANMAT/ISBD; Stahl,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Asenapina,Transtorno bipolar - mania/hipomania,tratamento_conforme_bula,preliminar_conforme_fonte_mapeada,aguda,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Saphris; EMA/Sycrest; CANMAT/ISBD; Stahl,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Cariprazina,Esquizofrenia e transtornos psicoticos,tratamento_antipsicotico,preliminar_conforme_fonte_mapeada,manutencao,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Vraylar; Anvisa quando aplicavel; CANMAT/ISBD; Stahl,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Cariprazina,Transtorno bipolar - mania/hipomania,tratamento_conforme_bula,preliminar_conforme_fonte_mapeada,aguda,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Vraylar; Anvisa quando aplicavel; CANMAT/ISBD; Stahl,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Cariprazina,Transtorno bipolar - episodio depressivo,tratamento_conforme_bula,preliminar_conforme_fonte_mapeada,aguda,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Vraylar; Anvisa quando aplicavel; CANMAT/ISBD; Stahl,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Cariprazina,Depressao resistente,potencializacao_conforme_aprovacao_local,preliminar_conforme_fonte_mapeada,contextual,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Vraylar; Anvisa quando aplicavel; CANMAT/ISBD; Stahl,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Brexpiprazol,Esquizofrenia e transtornos psicoticos,tratamento_antipsicotico,preliminar_conforme_fonte_mapeada,manutencao,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Rexulti; Stahl; APA; Maudsley,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Brexpiprazol,Depressao resistente,potencializacao_antidepressiva,preliminar_conforme_fonte_mapeada,contextual,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Rexulti; Stahl; APA; Maudsley,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Brexpiprazol,Agitacao associada a demencia Alzheimer,conforme_jurisdicao_e_risco,preliminar_conforme_fonte_mapeada,restrito,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Rexulti; Stahl; APA; Maudsley,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Acamprosato,Transtorno por uso de alcool,manutencao_abstinencia,preliminar_conforme_fonte_mapeada,manutencao,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Campral; NICE alcool; APA Alcohol Use Disorder; Anvisa,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Acamprosato,Abstinencia alcoolica aguda,nao_indicado,preliminar_conforme_fonte_mapeada,bloqueado,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Campral; NICE alcool; APA Alcohol Use Disorder; Anvisa,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Dissulfiram,Transtorno por uso de alcool,manutencao_supervisionada,preliminar_conforme_fonte_mapeada,manutencao,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Antabuse; NICE alcool; APA; Anvisa,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Dissulfiram,Intoxicacao alcoolica,nao_usar,preliminar_conforme_fonte_mapeada,bloqueado,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Antabuse; NICE alcool; APA; Anvisa,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Naloxona,Overdose por opioides,reversao_emergencial,preliminar_conforme_fonte_mapeada,urgencia,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Narcan e formulacoes injetaveis; WHO overdose; protocolos de emergencia,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Naloxona,Depressao respiratoria por opioides,reversao_emergencial,preliminar_conforme_fonte_mapeada,urgencia,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Narcan e formulacoes injetaveis; WHO overdose; protocolos de emergencia,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Buprenorfina,Transtorno por uso de opioides,inducao_e_manutencao,preliminar_conforme_fonte_mapeada,manutencao,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.","FDA/Subutex, Suboxone, Sublocade, Brixadi; SAMHSA/ASAM; Anvisa",REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Buprenorfina,Dor,formulacao_e_dose_especifica,preliminar_conforme_fonte_mapeada,contextual,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.","FDA/Subutex, Suboxone, Sublocade, Brixadi; SAMHSA/ASAM; Anvisa",REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Metadona,Transtorno por uso de opioides,tratamento_regulado,preliminar_conforme_fonte_mapeada,manutencao,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Dolophine ou Methadose; SAMHSA/ASAM; WHO; Anvisa,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Metadona,Dor cronica,uso_selecionado,preliminar_conforme_fonte_mapeada,contextual,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Dolophine ou Methadose; SAMHSA/ASAM; WHO; Anvisa,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Donepezila,Doenca de Alzheimer,tratamento_cognitivo,preliminar_conforme_fonte_mapeada,leve_a_grave_conforme_formulacao,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Aricept; NICE demencia; Anvisa,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Donepezila,Delirium agudo,nao_trata,preliminar_conforme_fonte_mapeada,bloqueado,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Aricept; NICE demencia; Anvisa,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Rivastigmina,Doenca de Alzheimer,tratamento_cognitivo,preliminar_conforme_fonte_mapeada,manutencao,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Exelon; NICE demencia; Anvisa,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Rivastigmina,Demencia associada a Parkinson,tratamento_cognitivo,preliminar_conforme_fonte_mapeada,manutencao,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Exelon; NICE demencia; Anvisa,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Galantamina,Doenca de Alzheimer,tratamento_cognitivo,preliminar_conforme_fonte_mapeada,leve_a_moderado,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Razadyne; NICE demencia; Anvisa,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Galantamina,Delirium,nao_indicado,preliminar_conforme_fonte_mapeada,bloqueado,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Razadyne; NICE demencia; Anvisa,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Memantina,Doenca de Alzheimer,tratamento_cognitivo,preliminar_conforme_fonte_mapeada,moderado_a_grave,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Namenda; NICE demencia; Anvisa,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Memantina,Associacao com inibidor acetilcolinesterase,conforme_contexto,preliminar_conforme_fonte_mapeada,manutencao,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Namenda; NICE demencia; Anvisa,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Prometazina,Alergia/nausea/sedacao,conforme_bula,preliminar_conforme_fonte_mapeada,contextual,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Phenergan; Anvisa; protocolos de agitacao; Goodman & Gilman,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Prometazina,Agitacao aguda,componente_de_protocolo_selecionado,preliminar_conforme_fonte_mapeada,urgencia,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Phenergan; Anvisa; protocolos de agitacao; Goodman & Gilman,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Prometazina,Ansiedade estrutural,nao_tratamento_central,preliminar_conforme_fonte_mapeada,bloqueado,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Phenergan; Anvisa; protocolos de agitacao; Goodman & Gilman,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Droperidol,Agitacao aguda grave,protocolo_emergencia,preliminar_conforme_fonte_mapeada,urgencia,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Inapsine; protocolos de emergencia/agita??o; Goodman & Gilman,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Droperidol,Nausea/vomito perioperatorio,conforme_jurisdicao,preliminar_conforme_fonte_mapeada,procedural,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Inapsine; protocolos de emergencia/agita??o; Goodman & Gilman,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Droperidol,Esquizofrenia manutencao,nao_tratamento_ambulatorial,preliminar_conforme_fonte_mapeada,bloqueado,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Inapsine; protocolos de emergencia/agita??o; Goodman & Gilman,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Diazepam,Transtorno de ansiedade generalizada,curto_prazo_resgate_ponte_terapeutica_sintomatico,conditional_low_priority_not_chronic_maintenance,crise/exacerbacao_aguda/inicio_tratamento_manutencao,"Uso ansiol?tico r?pido apenas como curto prazo, resgate ou ponte terap?utica. N?o modelar como tratamento principal cr?nico do TAG. Menor dose eficaz pelo menor tempo poss?vel; cautela com seda??o, quedas, ?lcool, opioides, toler?ncia, depend?ncia e retirada.",FDA/Valium; bula Anvisa; Stahl; Goodman & Gilman; Maudsley; referencia CTO pendente revisao formal,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
Oxazepam,Transtorno de ansiedade generalizada,curto_prazo_sintomatico_ponte_terapeutica,conditional_low_priority_not_chronic_maintenance,ansiedade_aguda/exacerbacao/ponte_terapeutica,"Uso ansiol?tico sintom?tico de curto prazo. N?o modelar como tratamento principal cr?nico do TAG. Pode ter vantagem relativa quando se deseja evitar metab?litos ativos prolongados, mantendo cautelas de benzodiazep?nicos.",FDA/Serax ou DailyMed oxazepam; bula Anvisa quando adotada; Goodman & Gilman; Maudsley; referencia CTO pendente revisao formal,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL
