medication_name,disease_or_context,role,status,phase,notes,source_reference,review_status,official_indication_match,official_indications_summary,official_source_anchor,evidence_review_status,next_review_action,runtime_eligible
Oxazepam,Ansiedade aguda,adjuvante_curto_prazo,preliminar_conforme_fonte_mapeada,aguda,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Serax ou DailyMed oxazepam; ASAM; Goodman & Gilman; Maudsley,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Oxazepam capsules are indicated for the management of anxiety disorders or for the short-term relief of the symptoms of anxiety. Anxiety or tension associated with,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a0d5a4c1-ec79-42e6-8e8f-ae4d144edb43#INDICATIONS,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Oxazepam,Abstinencia alcoolica,opcao_em_idosos_ou_hepatopatia,preliminar_conforme_fonte_mapeada,aguda,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Serax ou DailyMed oxazepam; ASAM; Goodman & Gilman; Maudsley,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Oxazepam capsules are indicated for the management of anxiety disorders or for the short-term relief of the symptoms of anxiety. Anxiety or tension associated with,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a0d5a4c1-ec79-42e6-8e8f-ae4d144edb43#INDICATIONS,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Oxazepam,Insonia,uso_selecionado_breve,preliminar_conforme_fonte_mapeada,curto_prazo,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Serax ou DailyMed oxazepam; ASAM; Goodman & Gilman; Maudsley,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Oxazepam capsules are indicated for the management of anxiety disorders or for the short-term relief of the symptoms of anxiety. Anxiety or tension associated with,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a0d5a4c1-ec79-42e6-8e8f-ae4d144edb43#INDICATIONS,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Temazepam,Insonia,hipnotico_curto_prazo,preliminar_conforme_fonte_mapeada,curto_prazo,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Restoril; bula/SmPC; diretrizes de insonia; Goodman & Gilman,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,true,"Restoril® (temazepam) is indicated for the short-term treatment of insomnia (generally 7 to 10 days). For patients with short-term insomnia, instructions in the prescription should",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bc56f7fd-1aaf-48ff-8aa7-d467e59e1015#INDICATIONS AND USAGE,official_label_indication_match,editorial_review_of_indication_and_role,false
Zolpidem,Insonia,tratamento_curto_prazo,preliminar_conforme_fonte_mapeada,curto_prazo,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Ambien e Ambien CR; Anvisa; diretrizes de insonia,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,true,Zolpidem Tartrate Capsules are indicated for the short-term treatment of transient insomnia characterized by difficulties with sleep initiation in adults younger than 65 years of,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9025a6f7-5501-4aba-875e-222ef39848c0#1 INDICATIONS AND USAGE,official_label_indication_match,editorial_review_of_indication_and_role,false
Zolpidem,Ansiedade,nao_trata_doenca_base,preliminar_conforme_fonte_mapeada,nao_central,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Ambien e Ambien CR; Anvisa; diretrizes de insonia,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Zolpidem Tartrate Capsules are indicated for the short-term treatment of transient insomnia characterized by difficulties with sleep initiation in adults younger than 65 years of,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9025a6f7-5501-4aba-875e-222ef39848c0#1 INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Zolpidem,Depressao,nao_trata_doenca_base,preliminar_conforme_fonte_mapeada,nao_central,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Ambien e Ambien CR; Anvisa; diretrizes de insonia,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Zolpidem Tartrate Capsules are indicated for the short-term treatment of transient insomnia characterized by difficulties with sleep initiation in adults younger than 65 years of,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9025a6f7-5501-4aba-875e-222ef39848c0#1 INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Zopiclona,Insonia,tratamento_curto_prazo,preliminar_conforme_fonte_mapeada,curto_prazo,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",UK/European SmPC zopiclona; BNF; bula local quando disponivel,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,,,official_indication_source_missing,locate_alternate_official_source,false
Eszopiclona,Insonia,tratamento_hipnotico,preliminar_conforme_fonte_mapeada,curto_prazo,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Lunesta; diretrizes de insonia; Goodman & Gilman,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,true,"Eszopiclone tablets are indicated for the treatment of insomnia. In controlled outpatient and sleep laboratory studies, eszopiclone tablets administered at bedtime decreased sleep latency and",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c4ff1d6a-918e-c046-e053-2a95a90a9c9b#1 INDICATIONS AND USAGE,official_label_indication_match,editorial_review_of_indication_and_role,false
Buspirona,TAG,tratamento_principal_ou_alternativa,preliminar_conforme_fonte_mapeada,manutencao,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/DailyMed buspirona; Stahl; Goodman & Gilman; diretrizes de ansiedade,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Bucapsol TMcapsules are indicated for the management of anxiety disorders or the short-term relief of the symptoms of anxiety. Anxiety or tension associated with the,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f101c5f3-d533-474d-a8bf-90d054933d16#INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Buspirona,Ansiedade cronica,alternativa_nao_sedativa,preliminar_conforme_fonte_mapeada,manutencao,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/DailyMed buspirona; Stahl; Goodman & Gilman; diretrizes de ansiedade,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Bucapsol TMcapsules are indicated for the management of anxiety disorders or the short-term relief of the symptoms of anxiety. Anxiety or tension associated with the,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f101c5f3-d533-474d-a8bf-90d054933d16#INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Buspirona,Crise de panico aguda,nao_resgate,preliminar_conforme_fonte_mapeada,nao_central,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/DailyMed buspirona; Stahl; Goodman & Gilman; diretrizes de ansiedade,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Bucapsol TMcapsules are indicated for the management of anxiety disorders or the short-term relief of the symptoms of anxiety. Anxiety or tension associated with the,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f101c5f3-d533-474d-a8bf-90d054933d16#INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Buspirona,Depressao,potencializacao_off_label_selecionada,preliminar_conforme_fonte_mapeada,contextual,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/DailyMed buspirona; Stahl; Goodman & Gilman; diretrizes de ansiedade,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Bucapsol TMcapsules are indicated for the management of anxiety disorders or the short-term relief of the symptoms of anxiety. Anxiety or tension associated with the,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f101c5f3-d533-474d-a8bf-90d054933d16#INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Metilfenidato IR,TDAH,tratamento_principal_estimulante,preliminar_conforme_fonte_mapeada,manutencao,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Ritalin; Anvisa; NICE ADHD; AAP; Goodman & Gilman,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,true,QuilliChew ER is indicated for the treatment of Attention Deficit Hyperactivity Disorder (ADHD) [see Clinical Studies ( 14 ) ]. Limitations of Use The use,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=defc1205-8e90-4b1e-b862-05e4c35c7364#1 INDICATIONS AND USAGE,official_label_indication_match,editorial_review_of_indication_and_role,false
Metilfenidato IR,Narcolepsia,conforme_bula,preliminar_conforme_fonte_mapeada,manutencao,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Ritalin; Anvisa; NICE ADHD; AAP; Goodman & Gilman,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,QuilliChew ER is indicated for the treatment of Attention Deficit Hyperactivity Disorder (ADHD) [see Clinical Studies ( 14 ) ]. Limitations of Use The use,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=defc1205-8e90-4b1e-b862-05e4c35c7364#1 INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Metilfenidato IR,Depressao resistente/fadiga,off_label_selecionado,preliminar_conforme_fonte_mapeada,contextual,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Ritalin; Anvisa; NICE ADHD; AAP; Goodman & Gilman,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,QuilliChew ER is indicated for the treatment of Attention Deficit Hyperactivity Disorder (ADHD) [see Clinical Studies ( 14 ) ]. Limitations of Use The use,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=defc1205-8e90-4b1e-b862-05e4c35c7364#1 INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Metilfenidato LP,TDAH,tratamento_principal_estimulante_cobertura_prolongada,preliminar_conforme_fonte_mapeada,manutencao,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Concerta e rotulo especifico; Anvisa; NICE ADHD,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,true,QuilliChew ER is indicated for the treatment of Attention Deficit Hyperactivity Disorder (ADHD) [see Clinical Studies ( 14 ) ]. Limitations of Use The use,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=defc1205-8e90-4b1e-b862-05e4c35c7364#1 INDICATIONS AND USAGE,official_label_indication_match,editorial_review_of_indication_and_role,false
Lisdexanfetamina,TDAH,tratamento_principal_estimulante,preliminar_conforme_fonte_mapeada,manutencao,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Vyvanse; Anvisa; NICE ADHD; Goodman & Gilman,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,true,Lisdexamfetamine dimesylate chewable tablets are indicated for the treatment of: • Attention Deficit Hyperactivity Disorder (ADHD) in adults and pediatric patients 6 years and older,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c56b4712-2fb8-4c7a-bfbd-0401d9f5f92a#1 INDICATIONS AND USAGE,official_label_indication_match,editorial_review_of_indication_and_role,false
Lisdexanfetamina,Transtorno de compulsao alimentar,tratamento_conforme_jurisdicao,preliminar_conforme_fonte_mapeada,adultos,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Vyvanse; Anvisa; NICE ADHD; Goodman & Gilman,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Lisdexamfetamine dimesylate chewable tablets are indicated for the treatment of: • Attention Deficit Hyperactivity Disorder (ADHD) in adults and pediatric patients 6 years and older,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c56b4712-2fb8-4c7a-bfbd-0401d9f5f92a#1 INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Lisdexanfetamina,Emagrecimento isolado,nao_indicado,preliminar_conforme_fonte_mapeada,bloqueado,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Vyvanse; Anvisa; NICE ADHD; Goodman & Gilman,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Lisdexamfetamine dimesylate chewable tablets are indicated for the treatment of: • Attention Deficit Hyperactivity Disorder (ADHD) in adults and pediatric patients 6 years and older,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c56b4712-2fb8-4c7a-bfbd-0401d9f5f92a#1 INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Atomoxetina,TDAH,tratamento_nao_estimulante,preliminar_conforme_fonte_mapeada,manutencao,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Strattera; Anvisa; NICE ADHD; Goodman & Gilman,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,true,STRATTERA is indicated for the treatment of attention-deficit/hyperactivity disorder (ADHD) in adults and pediatric patients 6 years of age and older. STRATTERA is indicated as,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=309de576-c318-404a-bc15-660c2b1876fb#1 INDICATIONS AND USAGE,official_label_indication_match,editorial_review_of_indication_and_role,false
Atomoxetina,Uso indevido de estimulantes - preocupacao,alternativa_nao_estimulante,preliminar_conforme_fonte_mapeada,contextual,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Strattera; Anvisa; NICE ADHD; Goodman & Gilman,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,STRATTERA is indicated for the treatment of attention-deficit/hyperactivity disorder (ADHD) in adults and pediatric patients 6 years of age and older. STRATTERA is indicated as,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=309de576-c318-404a-bc15-660c2b1876fb#1 INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Guanfacina XR,TDAH,monoterapia_ou_adjuvante,preliminar_conforme_fonte_mapeada,manutencao,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Intuniv; NICE ADHD; bula especifica,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,true,Guanfacine extended-release tablets are indicated for the treatment of Attention Deficit Hyperactivity Disorder (ADHD) as monotherapy and as adjunctive therapy to stimulant medications [see Clinical,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=35d3c996-1755-c017-e063-6294a90abc1f#1 INDICATIONS AND USAGE,official_label_indication_match,editorial_review_of_indication_and_role,false
Clonidina,TDAH,xr_monoterapia_ou_adjuvante,preliminar_conforme_fonte_mapeada,manutencao,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Kapvay ou Onyda XR; NICE ADHD; Goodman & Gilman,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Clonidine hydrochloride tablets are indicated in the treatment of hypertension. Clonidine hydrochloride tablets may be employed alone or concomitantly with other antihypertensive agents.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=32d72d7b-5881-f431-e063-6394a90a3547#INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Clonidina,Sintomas autonomicos de abstinencia,uso_selecionado,preliminar_conforme_fonte_mapeada,contextual,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Kapvay ou Onyda XR; NICE ADHD; Goodman & Gilman,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Clonidine hydrochloride tablets are indicated in the treatment of hypertension. Clonidine hydrochloride tablets may be employed alone or concomitantly with other antihypertensive agents.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=32d72d7b-5881-f431-e063-6394a90a3547#INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Clonidina,Insonia associada ao TDAH,off_label_contextual,preliminar_conforme_fonte_mapeada,curto_prazo,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Kapvay ou Onyda XR; NICE ADHD; Goodman & Gilman,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Clonidine hydrochloride tablets are indicated in the treatment of hypertension. Clonidine hydrochloride tablets may be employed alone or concomitantly with other antihypertensive agents.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=32d72d7b-5881-f431-e063-6394a90a3547#INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Paliperidona,Esquizofrenia e transtornos psicoticos,tratamento_principal_antipsicotico,preliminar_conforme_fonte_mapeada,aguda/manutencao,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Invega e Invega Sustenna/Trinza/Hafyera; Anvisa; APA/NICE psicose; Maudsley,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,true,Schizophrenia | Schizoaffective Disorder,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=71985eb4-07df-41c9-8b9a-85f39e92b7d0#1 INDICATIONS AND USAGE,official_label_indication_match,editorial_review_of_indication_and_role,false
Paliperidona,Transtorno esquizoafetivo,conforme_formulacao_bula,preliminar_conforme_fonte_mapeada,manutencao,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Invega e Invega Sustenna/Trinza/Hafyera; Anvisa; APA/NICE psicose; Maudsley,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Schizophrenia | Schizoaffective Disorder,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=71985eb4-07df-41c9-8b9a-85f39e92b7d0#1 INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Ziprasidona,Esquizofrenia e transtornos psicoticos,tratamento_antipsicotico,preliminar_conforme_fonte_mapeada,aguda/manutencao,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Geodon; Anvisa; CANMAT/ISBD; Maudsley,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,true,"Ziprasidone capsules are indicated for the treatment of schizophrenia, as monotherapy for the acute treatment of bipolar manic or mixed episodes, and as an adjunct",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b1f52226-4fb4-48bf-8bfd-0c9df6ca02fa#1 INDICATIONS AND USAGE,official_label_indication_match,editorial_review_of_indication_and_role,false
Ziprasidona,Transtorno bipolar - mania/hipomania,tratamento_conforme_bula,preliminar_conforme_fonte_mapeada,aguda,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Geodon; Anvisa; CANMAT/ISBD; Maudsley,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,true,"Ziprasidone capsules are indicated for the treatment of schizophrenia, as monotherapy for the acute treatment of bipolar manic or mixed episodes, and as an adjunct",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b1f52226-4fb4-48bf-8bfd-0c9df6ca02fa#1 INDICATIONS AND USAGE,official_label_indication_match,editorial_review_of_indication_and_role,false
Ziprasidona,Agitacao aguda,formulacao_im_conforme_protocolo,preliminar_conforme_fonte_mapeada,urgencia,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Geodon; Anvisa; CANMAT/ISBD; Maudsley,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,"Ziprasidone capsules are indicated for the treatment of schizophrenia, as monotherapy for the acute treatment of bipolar manic or mixed episodes, and as an adjunct",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b1f52226-4fb4-48bf-8bfd-0c9df6ca02fa#1 INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Amissulprida,Esquizofrenia e transtornos psicoticos,tratamento_antipsicotico,preliminar_conforme_fonte_mapeada,aguda/manutencao,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",European/UK SmPC; Anvisa; Maudsley; Stahl,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ab23bc6e-b6a8-165f-e053-2a95a90ab144#,official_indication_source_missing,locate_alternate_official_source,false
Amissulprida,Sintomas negativos/depressivos,uso_contextual_conforme_pais,preliminar_conforme_fonte_mapeada,contextual,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",European/UK SmPC; Anvisa; Maudsley; Stahl,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ab23bc6e-b6a8-165f-e053-2a95a90ab144#,official_indication_source_missing,locate_alternate_official_source,false
Sulpirida,Esquizofrenia e transtornos psicoticos,tratamento_conforme_jurisdicao,preliminar_conforme_fonte_mapeada,aguda/manutencao,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",European/UK SmPC; Anvisa; BNF; Maudsley,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=50a8c251-35ab-41f5-b7b7-3a4dd2222906#,official_indication_source_missing,locate_alternate_official_source,false
Sulpirida,Depressao,uso_restrito_off_label_conforme_pais,preliminar_conforme_fonte_mapeada,contextual,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",European/UK SmPC; Anvisa; BNF; Maudsley,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=50a8c251-35ab-41f5-b7b7-3a4dd2222906#,official_indication_source_missing,locate_alternate_official_source,false
Asenapina,Esquizofrenia e transtornos psicoticos,tratamento_antipsicotico,preliminar_conforme_fonte_mapeada,conforme_jurisdicao,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Saphris; EMA/Sycrest; CANMAT/ISBD; Stahl,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,true,SAPHRIS is indicated for: Schizophrenia in adults [see Clinical Studies ( 14.1 )] Bipolar I disorder [see Clinical Studies ( 14.2 )] • Acute monotherapy,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5429f134-839f-4ffc-9944-55f51238def8#1 INDICATIONS AN D USAGE,official_label_indication_match,editorial_review_of_indication_and_role,false
Asenapina,Transtorno bipolar - mania/hipomania,tratamento_conforme_bula,preliminar_conforme_fonte_mapeada,aguda,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Saphris; EMA/Sycrest; CANMAT/ISBD; Stahl,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,true,SAPHRIS is indicated for: Schizophrenia in adults [see Clinical Studies ( 14.1 )] Bipolar I disorder [see Clinical Studies ( 14.2 )] • Acute monotherapy,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5429f134-839f-4ffc-9944-55f51238def8#1 INDICATIONS AN D USAGE,official_label_indication_match,editorial_review_of_indication_and_role,false
Cariprazina,Esquizofrenia e transtornos psicoticos,tratamento_antipsicotico,preliminar_conforme_fonte_mapeada,manutencao,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Vraylar; Anvisa quando aplicavel; CANMAT/ISBD; Stahl,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,true,VRAYLAR® is indicated for: • Treatment of schizophrenia in adult and pediatric patients 13 years of age and older [see Clinical Studies ( 14.1 )],https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4b5f7c65-aa2d-452a-b3db-bc85c06ff12f#1 . INDICATIONS AND USAGE,official_label_indication_match,editorial_review_of_indication_and_role,false
Cariprazina,Transtorno bipolar - mania/hipomania,tratamento_conforme_bula,preliminar_conforme_fonte_mapeada,aguda,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Vraylar; Anvisa quando aplicavel; CANMAT/ISBD; Stahl,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,VRAYLAR® is indicated for: • Treatment of schizophrenia in adult and pediatric patients 13 years of age and older [see Clinical Studies ( 14.1 )],https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4b5f7c65-aa2d-452a-b3db-bc85c06ff12f#1 . INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Cariprazina,Transtorno bipolar - episodio depressivo,tratamento_conforme_bula,preliminar_conforme_fonte_mapeada,aguda,"Registro adicional preliminar. Confirmar formulacao, bula adotada no Brasil, indicacao e contexto antes de usar como conhecimento validado.",FDA/Vraylar; Anvisa quando aplicavel; CANMAT/ISBD; Stahl,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,VRAYLAR® is indicated for: • Treatment of schizophrenia in adult and pediatric patients 13 years of age and older [see Clinical Studies ( 14.1 )],https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4b5f7c65-aa2d-452a-b3db-bc85c06ff12f#1 . INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
