medication_name,source_system,source_status,source_title,source_version,source_date,source_url,source_locator,indications_anchor,indications_summary,dosage_anchor,dosage_excerpt,mechanism_anchor,mechanism_excerpt,warnings_anchor,warnings_excerpt,interactions_anchor,interactions_excerpt,content_sha256,extraction_status,editorial_status,runtime_eligible
Prometazina,DailyMed/FDA,official_label_located_pending_formal_review,PROMETHAZINE HYDROCHLORIDE AND DEXTROMETHORPHAN HYDROBROMIDE ORAL SOLUTION SOLUTION [ATLANTIC BIOLOGICALS CORP.],4,"Jul 13, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3983d6d3-8bf4-4a88-962f-9bf72fd6e685,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/3983d6d3-8bf4-4a88-962f-9bf72fd6e685.xml,INDICATIONS AND USAGE,Promethazine hydrochloride and dextromethorphan hydrobromide oral solution is indicated for the temporary relief of coughs and upper respiratory symptoms associated with allergy or the common,DOSAGE AND ADMINISTRATION,"The average effective dose is given in the following table: Adults 1 teaspoonful (5 mL) every 4 to 6 hours, not to exceed 30 mL | Children 6 Years To Under 12 Years ½ to 1 teaspoonful (2.5 to 5 mL) every 4 to 6 hours, not to exceed 20 mL | Children 2 Years To Under 6 Years ¼ to ½ teaspoonful (1.25 to 2.5 mL) every 4 to 6 hours, not to exceed 10 mL",,,,,Drug Interactions,"Dextromethorphan:Hyperpyrexia, hypotension, and death have been reported coincident with the coadministration of monoamine oxidase (MAO) inhibitors and products containing dextromethorphan. Thus, concomitant administration of promethazine",08ef960ae40a880237d0cb3f81b29ef6e465c8c5a10cb2eda02638666147e451,official_claim_anchors_extracted,pending_formal_review,false
Quetiapina,DailyMed/FDA,official_label_located_pending_formal_review,QUETIAPINE FUMARATE (QUETIAPINE) TABLET [COUPLER LLC],1,"Jul 13, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5643d339-50ea-405d-e063-6394a90a3b70,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/5643d339-50ea-405d-e063-6394a90a3b70.xml,1. INDICATIONS AND USAGE,Schizophrenia | Bipolar Disorder | Special Considerations in Treating Pediatric Schizophrenia and Bipolar I Disorder,2. DOSAGE AND ADMINISTRATION,Indication Initial Dose Recommended Dose Maximum Dose Schizophrenia-Adults ( 2.2) 25 mg twice daily 150 to 750 mg/day 750 mg/day Schizophrenia-Adolescents (13 to 17 years) | Table 1: Recommended Dosing for Quetiapine Tablets Indication Initial Dose and Titration Recommended Dose Maximum Dose Schizophrenia-Adults Day 1: 25 mg twice daily. | Increase in increments of 25 mg to 50 mg divided two or three times on Days 2 and 3 to range of 300 to 400,12.1 Mechanism of Action,"The mechanism of action of quetiapine in the listed indications is unclear. However, the efficacy of quetiapine in these indications could be mediated through a",5. WARNINGS AND PRECAUTIONS,,7. DRUG INTERACTIONS,"7. DRUG INTERACTIONS Concomitant Use of Strong CYP3A4 Inhibitors:Reduce quetiapine dose to one sixth when coadministered with strong CYP3A4 inhibitors (e.g. ketoconazole, ritonavir) ( 2.5,",db9c334cb4a89808fa01aecf4839697d34ccc90b59a81ca2c9e388928fbd16e8,official_claim_anchors_extracted,pending_formal_review,false
Risperidona,DailyMed/FDA,official_label_located_pending_formal_review,RISPERIDONE TABLET [COUPLER LLC],2,"Jul 15, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5643c32b-310e-4888-e063-6394a90ab62f,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/5643c32b-310e-4888-e063-6394a90ab62f.xml,1 INDICATIONS AND USAGE,Schizophrenia | Bipolar Mania | Irritability Associated with Autistic Disorder,2 DOSAGE AND ADMINISTRATION,Recommended Daily Dosage by Indication Initial Dose Titration (Increments) Target Dose Effective Dose Range Schizophrenia: adults ( 2.1) 2 mg 1 to 2 mg 4 | May increase to dosages above 1.5 mg twice daily at intervals of one week or longer.,12.1 Mechanism of Action,The mechanism of action of risperidone in schizophrenia is unclear. The drug's therapeutic activity in schizophrenia could be mediated through a combination of dopamine Type,5 WARNINGS AND PRECAUTIONS,"5 WARNINGS AND PRECAUTIONS Cerebrovascular events, including stroke, in elderly patients with dementia-related psychosis: Risperidone tablets are not approved for use in patients with dementia-related",7 DRUG INTERACTIONS,7 DRUG INTERACTIONS Carbamazepine and other enzyme inducers decrease plasma concentrations of risperidone. Increase the risperidone tablets dose up to double the patient’s usual dose.,d8a572729e2078fde2781726e29aac5ea3b078f6c14bf2af39ea5c464196c75d,official_claim_anchors_extracted,pending_formal_review,false
Rivastigmina,DailyMed/FDA,official_label_located_pending_formal_review,RIVASTIGMINE TARTRATE CAPSULE [AMERICAN HEALTH PACKAGING],2,"Nov 21, 2025",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=52781229-ee82-43f9-a113-4419a611978d,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/52781229-ee82-43f9-a113-4419a611978d.xml,1 INDICATIONS AND USAGE,Alzheimer’s Disease | Parkinson’s Disease Dementia,2 DOSAGE AND ADMINISTRATION,"2 DOSAGE AND ADMINISTRATION Alzheimer’s Disease (2.1) : Initial Dose: Initiate treatment with 1.5 mg twice a day. | Dose Titration: After a minimum of 2 weeks, if tolerated, increase dose to 3 mg twice a day and further to 4.5 mg twice a | Parkinson’s Disease Dementia (PDD) (2.2) : Initial Dose: Initiate treatment with 1.5 mg twice a day.",12.1 Mechanism of Action,"Although the precise mechanism of action of rivastigmine is unknown, it is thought to exert its therapeutic effect by enhancing cholinergic function. This is accomplished",5 WARNINGS AND PRECAUTIONS,"5 WARNINGS AND PRECAUTIONS Gastrointestinal adverse reactions may include significant nausea, vomiting, diarrhea, anorexia/decreased appetite, and weight loss, and may necessitate treatment interruption. Dehydration may",7 DRUG INTERACTIONS,"7 DRUG INTERACTIONS Concomitant use with metoclopramide, beta-blockers, or cholinomimetic and anticholinergic drugs is not recommended (7.1, 7.2, 7.3) 7.1 Metoclopramide Due to the risk",063d7bc2e377d002ba54b3126124799ad8112fcd6032e645f373f241d7ae7184,official_claim_anchors_extracted,pending_formal_review,false
Sertralina,DailyMed/FDA,official_label_located_pending_formal_review,"SERTRALINE HYDROCHLORIDE TABLET, FILM COATED [NORTHWIND HEALTH COMPANY, LLC]",2,"Jul 15, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4ddfd698-3d47-fc0e-e063-6394a90accec,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/4ddfd698-3d47-fc0e-e063-6394a90accec.xml,1 INDICATIONS AND USAGE,Sertraline hydrochloride tablets are indicated for the treatment of the following [ See Clinical Studies (14)]: • Major depressive disorder (MDD) • Obsessive-compulsive disorder (OCD),2 DOSAGE AND ADMINISTRATION,"2 DOSAGE AND ADMINISTRATION Indication Starting Dosage Maximum Dosage MDD (2.1) 50 mg per day 200 mg per day OCD (2.1) 25 mg per day | A dosage of 25 mg or 50 mg per day is the initial therapeutic dosage. | For adults and pediatric patients, subsequent dosages may be increased in case of an inadequate response in 25 to 50 mg per day increments once",12.1 Mechanism of Action,Sertraline potentiates serotonergic activity in the central nervous system through inhibition of neuronal reuptake of serotonin (5-HT).,5 WARNINGS AND PRECAUTIONS,N/A,7 DRUG INTERACTIONS,"7 DRUG INTERACTIONS Protein-bound drugs: Monitor for adverse reactions and reduce dosage of sertraline hydrochloride or other protein-bound drugs (e.g., warfarin) as warranted. ( 7.1,",fa9c26a2441ebc8ac2b16b3d7f58d0965597b80df038bbd5665e829b9cbfc896,official_claim_anchors_extracted,pending_formal_review,false
Sulpirida,DailyMed/FDA,official_label_located_pending_formal_review,"SULPIRIDE POWDER [DARMERICA, LLC]",3,"Jan 06, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=50a8c251-35ab-41f5-b7b7-3a4dd2222906,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/50a8c251-35ab-41f5-b7b7-3a4dd2222906.xml,,,,,,,,,,,e36769299513b3cd4e1264a4f9fdea4d3c58687121cd0cd1aaced2c23cc324d4,official_claim_anchors_extracted,pending_formal_review,false
Temazepam,DailyMed/FDA,official_label_located_pending_formal_review,RESTORIL (TEMAZEPAM) CAPSULE [SPECGX LLC],25,"Jun 15, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bc56f7fd-1aaf-48ff-8aa7-d467e59e1015,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/bc56f7fd-1aaf-48ff-8aa7-d467e59e1015.xml,INDICATIONS AND USAGE,"Restoril® (temazepam) is indicated for the short-term treatment of insomnia (generally 7 to 10 days). For patients with short-term insomnia, instructions in the prescription should",DOSAGE AND ADMINISTRATION,"While the recommended usual adult dose is 15 mg before retiring, 7.5 mg may be sufficient for some patients, and others may need 30 mg. | In transient insomnia, a 7.5 mg dose may be sufficient to improve sleep latency. | In elderly or debilitated patients, it is recommended that therapy be initiated with 7.5 mg until individual responses are determined.",,,,,Drug Interactions,The concomitant use of benzodiazepines and opioids increases the risk of respiratory depression because of actions at different receptor sites in the CNS that control,3e137f5aedc41ed26b0517fcd218531604bbdb460d3862624c4bf529ca70e6c2,official_claim_anchors_extracted,pending_formal_review,false
Tioridazina,DailyMed/FDA,official_label_located_pending_formal_review,"THIORIDAZINE HYDROCHLORIDE TABLET, FILM COATED [SAFECOR HEALTH LLC]",2,"Mar 04, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1fd16a99-e856-4a37-9dae-c443714fac14,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/1fd16a99-e856-4a37-9dae-c443714fac14.xml,INDICATIONS AND USAGE,Thioridazine hydrochloride tablets are indicated for the management of schizophrenic patients who fail to respond adequately to treatment with other antipsychotic drugs. Due to the,DOSAGE AND ADMINISTRATION,,,,,,Drug Interactions,"Reduced cytochrome P450 2D6 isozyme activity, drugs which inhibit this isozyme (e.g., fluoxetine and paroxetine), and certain other drugs (e.g., fluvoxamine, propranolol, and pindolol) appear",a9a1371ae2d825c37052460c932e2fd43470cf1f9c26faf2d158f395e7d2acf0,official_claim_anchors_extracted,pending_formal_review,false
Topiramato,DailyMed/FDA,official_label_located_pending_formal_review,"TOPIRAMATE TABLET, FILM COATED [ST. MARY'S MEDICAL PARK PHARMACY]",3,"Jul 16, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=46a305cb-ab73-0bca-e063-6294a90a9b85,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/46a305cb-ab73-0bca-e063-6294a90a9b85.xml,1 INDICATIONS AND USAGE,Monotherapy Epilepsy | Adjunctive Therapy Epilepsy | Migraine,2 DOSAGE AND ADMINISTRATION,"See Full Prescribing Information for recommended dosage, and dosing considerations in patients with renal impairment, geriatric patients, and patients undergoing hemodialysis ( 2.1, 2.2, 2.3, | The dose should be achieved by titration according to the following schedule (Table 1): Table 1: Monotherapy Titration Schedule for Adults and Pediatric Patients 10 | During the titration period, the initial dose of topiramate tablets is 25 mg/day nightly for the first week.",12.1 Mechanism of Action,"The precise mechanisms by which topiramate exerts its anticonvulsant and preventive migraine effects are unknown; however, preclinical studies have revealed four properties that may contribute",5 WARNINGS AND PRECAUTIONS,5 WARNINGS AND PRECAUTIONS Acute myopia and secondary angle closure glaucoma: can lead to permanent visual loss; discontinue topiramate as soon as possible ( 5.1),7 DRUG INTERACTIONS,"7 DRUG INTERACTIONS Contraceptives: decreased contraceptive efficacy and increased breakthrough bleeding, especially at doses greater than 200 mg/day ( 7.4) Monitor lithium levels if lithium",afca04c1d76f10adedff7af0c935958e04a53fb7786791232ff41ffa35fe8a42,official_claim_anchors_extracted,pending_formal_review,false
Trazodona,DailyMed/FDA,official_label_located_pending_formal_review,TRAZODONE HYDROCHLORIDE TABLET [GRANULES PHARMACEUTICALS INC.],6,"Jul 13, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5bc5f266-6c0e-4b9a-b6e0-ea694928b948,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/5bc5f266-6c0e-4b9a-b6e0-ea694928b948.xml,1 INDICATIONS AND USAGE,Trazodone hydrochloride tablets are indicated for the treatment of major depressive disorder (MDD) in adults.,2 DOSAGE AND ADMINISTRATION,2 DOSAGE AND ADMINISTRATION Starting dose: 150 mg in divided doses daily. | May be increased by 50 mg per day every three to four days. | Maximum dose: 400 mg per day in divided doses ( 2).,12.1 Mechanism of Action,"The mechanism of trazodone’s antidepressant action is not fully understood, but is thought to be related to its enhancement of serotonergic activity in the CNS.",5 WARNINGS AND PRECAUTIONS,"5 WARNINGS AND PRECAUTIONS Serotonin Syndrome: Increased risk when co-administered with other serotonergic agents (e.g., SSRI, SNRI, triptans), but also when taken alone. If it",7 DRUG INTERACTIONS,"7 DRUG INTERACTIONS CNS Depressants: Trazodone hydrochloride tablets may enhance effects of alcohol, barbiturates, or other CNS depressants ( 7). CYP3A4 Inhibitors: Consider trazodone hydrochloride",c207c09592b9df4c2ae00885f138c3d6dbd0d7e5e8d138de930be64bf17f2c07,official_claim_anchors_extracted,pending_formal_review,false
Valproato,DailyMed/FDA,official_label_located_pending_formal_review,VALPROIC ACID SOLUTION [AMERICAN HEALTH PACKAGING],1,"Jul 10, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4b619f73-44e5-4a99-b425-a96cb2228c87,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/4b619f73-44e5-4a99-b425-a96cb2228c87.xml,1 INDICATIONS AND USAGE,Epilepsy | Important Limitations,2 DOSAGE AND ADMINISTRATION,"(2.1) Simple and Complex Absence Seizures: Start at 10 to 15 mg/kg/day, increasing at 1 week intervals by 5 to 10 mg/kg/week until seizure control | Patients should initiate therapy at 10 to 15 mg/kg/day. | The dosage should be increased by 5 to 10 mg/kg/week to achieve optimal clinical response.",12.1 Mechanism of Action,Valproic acid dissociates to the valproate ion in the gastrointestinal tract. The mechanisms by which valproate exerts its therapeutic effects have not been established. It,5 WARNINGS AND PRECAUTIONS,"5 WARNINGS AND PRECAUTIONS Hepatotoxicity; evaluate high risk populations and monitor serum liver tests (5.1) Birth defects, decreased IQ, and neurodevelopmental disorders following in uteroexposure;",7 DRUG INTERACTIONS,"7 DRUG INTERACTIONS Hepatic enzyme-inducing drugs (e.g., phenytoin, carbamazepine, phenobarbital, primidone, rifampin) can increase valproate clearance, while enzyme inhibitors (e.g., felbamate) can decrease valproate clearance.",cba0d5cc16d1a9de2dd0f19a5871b2c0e93dd6cf42149475f5e267b56dd1b1d7,official_claim_anchors_extracted,pending_formal_review,false
Venlafaxina,DailyMed/FDA,official_label_located_pending_formal_review,"VENLAFAXINE HYDROCHLORIDE TABLET [YAOPHARMA CO., LTD.]",20,"Jul 09, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=38fd2c97-cd30-2f7d-e054-00144ff8d46c,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/38fd2c97-cd30-2f7d-e054-00144ff8d46c.xml,INDICATIONS AND USAGE,"Venlafaxine tablets, USP are indicated for the treatment of major depressive disorder. The efficacy of venlafaxine tablets, USP in the treatment of major depressive disorder",DOSAGE AND ADMINISTRATION,"DOSAGE AND ADMINISTRATION Initial Treatment The recommended starting dose for venlafaxine tablets is 75 mg/day, administered in two or three divided doses, taken with food. | Depending on tolerability and the need for further clinical effect, the dose may be increased to 150 mg/day. | If needed, the dose should be further increased up to 225 mg/day.",,,,,,,b8fb60c1ce7eae8631a1da44578e1229d4d4f7d64ca6055eee4af4060f760d75,official_claim_anchors_extracted,pending_formal_review,false
Venlafaxina XR,DailyMed/FDA,official_label_located_pending_formal_review,"VENLAFAXINE HYDROCHLORIDE TABLET [YAOPHARMA CO., LTD.]",20,"Jul 09, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=38fd2c97-cd30-2f7d-e054-00144ff8d46c,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/38fd2c97-cd30-2f7d-e054-00144ff8d46c.xml,INDICATIONS AND USAGE,"Venlafaxine tablets, USP are indicated for the treatment of major depressive disorder. The efficacy of venlafaxine tablets, USP in the treatment of major depressive disorder",DOSAGE AND ADMINISTRATION,"DOSAGE AND ADMINISTRATION Initial Treatment The recommended starting dose for venlafaxine tablets is 75 mg/day, administered in two or three divided doses, taken with food. | Depending on tolerability and the need for further clinical effect, the dose may be increased to 150 mg/day. | If needed, the dose should be further increased up to 225 mg/day.",,,,,,,b8fb60c1ce7eae8631a1da44578e1229d4d4f7d64ca6055eee4af4060f760d75,official_claim_anchors_extracted,pending_formal_review,false
Vilazodona,DailyMed/FDA,official_label_located_pending_formal_review,"VIIBRYD (VILAZODONE HYDROCHLORIDE) TABLET VIIBRYD (VILAZODONE HYDROCHLORIDE) KIT [ALLERGAN, INC.]",34,"Dec 22, 2025",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4c55ccfb-c4cf-11df-851a-0800200c9a66,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/4c55ccfb-c4cf-11df-851a-0800200c9a66.xml,1 INDICATIONS AND USAGE,VIIBRYD® is indicated for the treatment of major depressive disorder (MDD) in adults [see Clinical Studies ( 14 )].,2 DOSAGE AND ADMINISTRATION,"2 DOSAGE AND ADMINISTRATION Recommended target dosage: 20 mg to 40 mg once daily with food (2.1, 12.3) To titrate: start with initial dosage of | The dose may be increased up to 40 mg once daily after a minimum of 7 days between dosage increases (2.1) Prior to initiating VIIBRYD, | To achieve the target dosage, titrate VIIBRYD as follows: Start with an initial dosage of 10 mg once daily with food for 7 days, Then",12.1 Mechanism of action,"The mechanism of action of vilazodone in the treatment of major depressive disorder is not fully understood, but is thought to be related to its",5 WARNINGS AND PRECAUTIONS,"5 WARNINGS AND PRECAUTIONS Serotonin Syndrome: Increased risk when co-administered with other serotonergic agents, but also when taken alone. If it occurs, discontinue VIIBRYD and",7 DRUG INTERACTIONS,"7 DRUG INTERACTIONS CYP3A4 Inhibitors: The VIIBRYD dose should not exceed 20 mg once daily when co-administered with strong CYP3A4 inhibitors (2.4, 7). CYP3A4 Inducers:",8efd15137e0375453d4ed3680f0b0ce3cfdb9508ea62c82f84d25d535e85d7e2,official_claim_anchors_extracted,pending_formal_review,false
Vortioxetina,DailyMed/FDA,official_label_located_pending_formal_review,"TRINTELLIX (VORTIOXETINE) TABLET, FILM COATED [CARDINAL HEALTH 107, LLC]",21,"Feb 23, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=cb1e9df4-dd74-4073-9d78-bb55593dd000,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/cb1e9df4-dd74-4073-9d78-bb55593dd000.xml,1 INDICATIONS AND USAGE,TRINTELLIX is indicated for the treatment of major depressive disorder (MDD) in adults.,2 DOSAGE AND ADMINISTRATION,"2 DOSAGE AND ADMINISTRATION •The recommended starting dose is 10 mg administered orally once daily without regard to meals (2.1). | •The dose should then be increased to 20 mg/day, as tolerated (2.1). | •Consider 5 mg/day for patients who do not tolerate higher doses (2.1).",12.1 Mechanism of Action,"The mechanism of the antidepressant effect of vortioxetine is not fully understood, but is thought to be related to its enhancement of serotonergic activity in",5 WARNINGS AND PRECAUTIONS,"5 WARNINGS AND PRECAUTIONS • Serotonin Syndrome: Increased risk when coadministered with other serotonergic agents, but also when taken alone. If it occurs, discontinue TRINTELLIX",7 DRUG INTERACTIONS,"7 DRUG INTERACTIONS •Strong inhibitors of CYP2D6: Reduce TRINTELLIX dose by half when coadministered (2.5, 7.1). •Strong CYP Inducers: Consider dose increase of TRINTELLIX dose",f6a1dfae9c3ba3a0c893108d86bcaf875d2b470c4333f9be5be237bfaab3060f,official_claim_anchors_extracted,pending_formal_review,false
Ziprasidona,DailyMed/FDA,official_label_located_pending_formal_review,"ZIPRASIDONE HYDROCHLORIDE (ZIPRASIDONE HCL) CAPSULE [GOLDEN STATE MEDICAL SUPPLY, INC.]",13,"Jun 30, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b1f52226-4fb4-48bf-8bfd-0c9df6ca02fa,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/b1f52226-4fb4-48bf-8bfd-0c9df6ca02fa.xml,1 INDICATIONS AND USAGE,"Ziprasidone capsules are indicated for the treatment of schizophrenia, as monotherapy for the acute treatment of bipolar manic or mixed episodes, and as an adjunct",2 DOSAGE AND ADMINISTRATION,,12.1 Mechanism of Action,The mechanism of action of ziprasidone in the treatment of the listed indications could be mediated through a combination of dopamine type 2 (D 2),5 WARNINGS AND PRECAUTIONS,,7 DRUG INTERACTIONS,Drug-drug interactions can be pharmacodynamic (combined pharmacologic effects) or pharmacokinetic (alteration of plasma levels). The risks of using ziprasidone in combination with other drugs have,2021a98323ede233848718a29a6dc72129907998dea4351c625a5343b7b4eaf2,official_claim_anchors_extracted,pending_formal_review,false
Zolpidem,DailyMed/FDA,official_label_located_pending_formal_review,ZOLPIDEM TARTRATE CAPSULE [TORRENT PHARMACEUTICALS LIMITED],1,"Jul 16, 2026",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9025a6f7-5501-4aba-875e-222ef39848c0,https://dailymed.nlm.nih.gov/dailymed/services/v2/spls/9025a6f7-5501-4aba-875e-222ef39848c0.xml,1 INDICATIONS AND USAGE,Zolpidem Tartrate Capsules are indicated for the short-term treatment of transient insomnia characterized by difficulties with sleep initiation in adults younger than 65 years of,2 DOSAGE AND ADMINISTRATION,,12.1 Mechanism of Action,Zolpidem is a GABA A receptor positive modulator presumed to exert its therapeutic effects in the short-term treatment of transient insomnia through binding to the,5 WARNINGS AND PRECAUTIONS,,7 DRUG INTERACTIONS,Table 2 presents clinically important drug interactions with zolpidem tartrate. Table 2: Clinically Important Drug Interactions with Zolpidem Tartrate Capsules Alcohol and Other CNS Depressants,1f031a464e389ba39296c80ad91ad3219f04dd8b6cee7b70962ae754e65b835a,official_claim_anchors_extracted,pending_formal_review,false
Zopiclona,DailyMed/FDA,not_found,,,,,,,,,,,,,,,,,alternate_official_source_required,pending_formal_review,false
