case,kind,axis,condition,medication,candidate,quadro,faixa,range_kind,dose,leitura_da_dose,status
150,prescription,impulsividade/irritabilidade,Transtorno bipolar - manutencao,Divalproato,yes,Transtorno bipolar - mania/hipomania,750 mg/dia ate resposta; alvo serico 50-125 mcg/mL (DM),quadro,2500.0,yes,ok
150,prescription,substancias/craving,Transtorno por uso de alcool,Naltrexona,yes,vicios,25-50 (TM/T1),quadro,25.0,yes,ok
151,prescription,humor/TEPT,Transtorno depressivo maior,Fluoxetina,yes,transtorno de estresse,20-60 (TM/T1),quadro,20.0,yes,ok
152,prescription,humor/TEPT,Transtorno de ansiedade generalizada,Sertralina,yes,transtorno de estresse,50-200 (TM/T1),quadro,125.0,yes,ok
152,prescription,ansiedade/resgate,Transtorno de ansiedade generalizada,Diazepam,yes,TAG,2-10 (TM/T1),quadro,10.0,yes,ok
153,prescription,humor/TEPT,Transtorno de ansiedade generalizada,Desvenlafaxina,yes,transtorno de estresse,50-100 (TM/T1),quadro,100.0,yes,ok
153,prescription,ansiedade/resgate,Transtorno de ansiedade generalizada,Lorazepam,yes,Ansiedade grave,"0,5-1 mg por tomada: ansiolitico. 1-2 mg por tomada: maior sedacao e controle de agitacao. Protocolos de catatonia exigem avaliacao e monitorizacao. (DM/ANVISA/Maudsley)",dose_efeito,0.5,yes,ok
153,prescription,sono/sedacao,Esquizofrenia e transtornos psicoticos,Quetiapina,yes,Esquizofrenia e transtornos psicoticos,150-750 mg/dia (DM),quadro,450.0,yes,ok
154,prescription,humor/TEPT,Dor neuropatica ou sindromes dolorosas,Venlafaxina,yes,TAG,75-225 (TM/T1),quadro,75.0,yes,ok
154,prescription,sono/sedacao,Esquizofrenia e transtornos psicoticos,Quetiapina,yes,Esquizofrenia e transtornos psicoticos,150-750 mg/dia (DM),quadro,450.0,yes,ok
154,prescription,ansiedade/resgate,Transtorno bipolar - manutencao,Clonazepam,yes,Transtorno do panico,"0,5-1 mg/dia (DM)",quadro,1.0,yes,ok
154,prescription,substancias/craving,Transtorno por uso de alcool,Naltrexona,yes,vicios,25-50 (TM/T1),quadro,25.0,yes,ok
155,prescription,humor/TEPT,Dor neuropatica ou sindromes dolorosas,Venlafaxina XR,yes,TAG,75-225 (TM/T1),quadro,150.0,yes,ok
155,prescription,sono/sedacao,Insonia,Zolpidem,yes,Insonia,"5 mg a noite: menor exposicao. 5-10 mg a noite liberacao imediata: inducao do sono. Formulacao prolongada tem dose propria. Doses maiores aumentam amnesia, comportamentos complexos e prejuizo no dia seguinte. (DM/ANVISA)",dose_efeito,10.0,yes,ok
155,prescription,ansiedade/resgate,Transtorno de ansiedade generalizada,Bromazepam,yes,Ansiedade aguda,6-18 mg/dia (HC),quadro,6.0,yes,ok
155,prescription,impulsividade/irritabilidade,Transtorno bipolar - manutencao,Carbamazepina,yes,Transtorno bipolar - manutencao,200–400 mg/dia: início/titulação. (DM/GG/Maudsley/CANMAT/ISBD),dose_efeito,300.0,yes,ok
155,prescription,substancias/craving,Dor neuropatica ou sindromes dolorosas,Buprenorfina,yes,Transtorno por uso de opioides,Inducao deve considerar tipo e momento do ultimo opioide. Manutencao comum 8-24 mg/dia sublingual; formulacoes injetaveis mensais possuem esquemas proprios. (DM/ANVISA),dose_efeito,24.0,yes,ok
156,prescription,humor/TEPT,Dor neuropatica ou sindromes dolorosas,Duloxetina,yes,TAG,60-120 (TM/T1),quadro,120.0,yes,ok
157,prescription,humor/TEPT,Transtorno depressivo maior,Fluoxetina,yes,transtorno de estresse,20-60 (TM/T1),quadro,20.0,yes,ok
157,prescription,ansiedade/resgate,Transtorno de ansiedade generalizada,Diazepam,yes,TAG,2-10 (TM/T1),quadro,6.0,yes,ok
158,prescription,humor/TEPT,Transtorno de ansiedade generalizada,Sertralina,yes,transtorno de estresse,50-200 (TM/T1),quadro,125.0,yes,ok
158,prescription,ansiedade/resgate,Transtorno de ansiedade generalizada,Lorazepam,yes,Ansiedade grave,"0,5-1 mg por tomada: ansiolitico. 1-2 mg por tomada: maior sedacao e controle de agitacao. Protocolos de catatonia exigem avaliacao e monitorizacao. (DM/ANVISA/Maudsley)",dose_efeito,2.0,yes,ok
158,prescription,sono/sedacao,Insonia,Zolpidem,yes,Insonia,"5 mg a noite: menor exposicao. 5-10 mg a noite liberacao imediata: inducao do sono. Formulacao prolongada tem dose propria. Doses maiores aumentam amnesia, comportamentos complexos e prejuizo no dia seguinte. (DM/ANVISA)",dose_efeito,5.0,yes,ok
159,prescription,humor/TEPT,Transtorno de ansiedade generalizada,Desvenlafaxina,yes,transtorno de estresse,50-100 (TM/T1),quadro,100.0,yes,ok
159,prescription,sono/sedacao,Insonia,Zolpidem,yes,Insonia,"5 mg a noite: menor exposicao. 5-10 mg a noite liberacao imediata: inducao do sono. Formulacao prolongada tem dose propria. Doses maiores aumentam amnesia, comportamentos complexos e prejuizo no dia seguinte. (DM/ANVISA)",dose_efeito,5.0,yes,ok
159,prescription,ansiedade/resgate,Transtorno bipolar - manutencao,Clonazepam,yes,Transtorno do panico,"0,5-1 mg/dia (DM)",quadro,0.75,yes,ok
159,prescription,substancias/craving,Dor neuropatica ou sindromes dolorosas,Buprenorfina,yes,Transtorno por uso de opioides,Inducao deve considerar tipo e momento do ultimo opioide. Manutencao comum 8-24 mg/dia sublingual; formulacoes injetaveis mensais possuem esquemas proprios. (DM/ANVISA),dose_efeito,24.0,yes,ok
160,prescription,humor/TEPT,Dor neuropatica ou sindromes dolorosas,Venlafaxina,yes,TAG,75-225 (TM/T1),quadro,75.0,yes,ok
160,prescription,sono/sedacao,Insonia,Trazodona,yes,Insonia,25-100 mg a noite (DM/ST-E/GG),quadro,62.5,yes,ok
160,prescription,ansiedade/resgate,Transtorno de ansiedade generalizada,Bromazepam,yes,Ansiedade aguda,6-18 mg/dia (HC),quadro,18.0,yes,ok
160,prescription,impulsividade/irritabilidade,Esquizofrenia e transtornos psicoticos,Quetiapina,yes,Esquizofrenia e transtornos psicoticos,150-750 mg/dia (DM),quadro,150.0,yes,ok
160,prescription,substancias/craving,Transtorno por uso de alcool,Acamprosato,yes,Transtorno por uso de alcool,Dose usual depende de peso e funcao renal. Esquema adulto frequente: 666 mg tres vezes/dia. Nao trata intoxicacao nem abstinencia aguda. (DM/ANVISA/APA/NICE/PENDENTE),dose_efeito,666.0,yes,ok
161,medication,substancias/craving,Transtorno por uso de alcool,Acamprosato,yes,Transtorno por uso de alcool,Dose usual depende de peso e funcao renal. Esquema adulto frequente: 666 mg tres vezes/dia. Nao trata intoxicacao nem abstinencia aguda. (DM/ANVISA/APA/NICE/PENDENTE),dose_efeito,666.0,yes,ok
162,medication,sono/sedacao,Insonia,Agomelatina,yes,TAG,25-50 (TM/T1),quadro,37.5,yes,ok
163,medication,sono/sedacao,Insonia,Agomelatina,yes,TAG,25-50 (TM/T1),quadro,50.0,yes,ok
164,medication,sono/sedacao,Insonia,Agomelatina,yes,TAG,25-50 (TM/T1),quadro,25.0,yes,ok
165,medication,ansiedade/resgate,Transtorno de ansiedade generalizada,Alprazolam,yes,Ansiedade aguda,"0,25-0,5 mg 2-3 vezes/dia: ansiolitico inicial. 1-4 mg/dia: faixa comum para ansiedade ou panico. Acima de 4 mg/dia: maior exposicao, risco crescente de sedacao, dependencia e retirada. (DM/ANVISA/ST-E/GG/Maudsley)",dose_efeito,4.0,yes,ok
166,medication,psicose/organizacao do pensamento,Esquizofrenia e transtornos psicoticos,Amissulprida,yes,Esquizofrenia e transtornos psicoticos,"50-300 mg/dia: em algumas referencias, sintomas negativos/depressivos; sem fronteira rigida. 400-800 mg/dia: faixa antipsicotica comum. Ate 1200 mg/dia em contextos selecionados conforme bula. (DM/ANVISA/ST-E/Maudsley)",dose_efeito,50.0,yes,ok
167,medication,dor/sintomas somaticos,Dor neuropatica ou sindromes dolorosas,Amitriptilina,yes,TAG,50-150 (TM/T1),quadro,100.0,yes,ok
168,medication,dor/sintomas somaticos,Dor neuropatica ou sindromes dolorosas,Amitriptilina,yes,TAG,50-150 (TM/T1),quadro,150.0,yes,ok
169,medication,dor/sintomas somaticos,Dor neuropatica ou sindromes dolorosas,Amitriptilina,yes,TAG,50-150 (TM/T1),quadro,50.0,yes,ok
170,medication,estabilizacao do humor,Esquizofrenia e transtornos psicoticos,Aripiprazol,yes,Esquizofrenia e transtornos psicoticos,2–5 mg/dia: potencialização antidepressiva. (DM/ST-PG/ST-E/GG/Maudsley),dose_efeito,5.0,yes,ok
171,medication,estabilizacao do humor,Esquizofrenia e transtornos psicoticos,Aripiprazol,yes,Esquizofrenia e transtornos psicoticos,2–5 mg/dia: potencialização antidepressiva. (DM/ST-PG/ST-E/GG/Maudsley),dose_efeito,2.0,yes,ok
172,medication,estabilizacao do humor,Esquizofrenia e transtornos psicoticos,Aripiprazol,yes,Esquizofrenia e transtornos psicoticos,2–5 mg/dia: potencialização antidepressiva. (DM/ST-PG/ST-E/GG/Maudsley),dose_efeito,3.5,yes,ok
173,medication,estabilizacao do humor,Esquizofrenia e transtornos psicoticos,Asenapina,yes,Esquizofrenia e transtornos psicoticos,5 mg sublingual duas vezes/dia: faixa inicial comum. 10 mg duas vezes/dia: maior exposicao; beneficio adicional varia. Exige tecnica sublingual correta. (DM/EMA/ST-E/CANMAT/ISBD),dose_efeito,5.0,yes,ok
174,medication,energia/cognicao,Outro contexto ja conhecido / nao cadastrado,Atomoxetina,yes,TDAH,"Adultos frequentemente iniciam em 40 mg/dia, alvo comum 80 mg/dia, ate 100 mg/dia. Criancas/adolescentes: titulacao baseada em peso. (DM/ANVISA/GG/NICE)",dose_efeito,70.0,yes,ok
175,medication,psicose/organizacao do pensamento,Esquizofrenia e transtornos psicoticos,Brexpiprazol,yes,Esquizofrenia e transtornos psicoticos,"0,5-1 mg/dia: inicio/titulacao. 1-3 mg/dia: potencializacao antidepressiva. 2-4 mg/dia: faixa antipsicotica comum. (DM/ST-E/Maudsley/APA)",dose_efeito,4.0,yes,ok
176,medication,ansiedade/resgate,Transtorno de ansiedade generalizada,Bromazepam,yes,Ansiedade aguda,6-18 mg/dia (HC),quadro,6.0,yes,ok
177,medication,dor/sintomas somaticos,Dor neuropatica ou sindromes dolorosas,Buprenorfina,yes,Dor,Inducao deve considerar tipo e momento do ultimo opioide. Manutencao comum 8-24 mg/dia sublingual; formulacoes injetaveis mensais possuem esquemas proprios. (DM/ANVISA),dose_efeito,16.0,yes,ok
178,medication,humor/TEPT,Transtorno depressivo maior,Bupropiona,yes,transtorno de estresse,120-300 (TM/T1),quadro,300.0,yes,ok
179,medication,humor/TEPT,Transtorno depressivo maior,Bupropiona,yes,transtorno de estresse,120-300 (TM/T1),quadro,120.0,yes,ok
180,medication,humor/TEPT,Transtorno depressivo maior,Bupropiona,yes,transtorno de estresse,120-300 (TM/T1),quadro,210.0,yes,ok
181,medication,humor/TEPT,Transtorno depressivo maior,Bupropiona XL,yes,transtorno de estresse,120-300 (TM/T1),quadro,120.0,yes,ok
182,medication,humor/TEPT,Transtorno depressivo maior,Bupropiona XL,yes,transtorno de estresse,120-300 (TM/T1),quadro,210.0,yes,ok
183,medication,humor/TEPT,Transtorno depressivo maior,Bupropiona XL,yes,transtorno de estresse,120-300 (TM/T1),quadro,300.0,yes,ok
184,medication,ansiedade/resgate,Transtorno de ansiedade generalizada,Buspirona,yes,Ansiedade cronica,"5 mg 2-3 vezes/dia ou 7,5 mg duas vezes/dia: inicio. 20-30 mg/dia: faixa terapeutica comum. Ate 60 mg/dia: limite descrito em algumas bulas. (DM/ST-E/GG)",dose_efeito,31.0,yes,ok
185,medication,dor/sintomas somaticos,Transtorno bipolar - manutencao,Carbamazepina,yes,Transtorno bipolar - manutencao,200–400 mg/dia: início/titulação. (DM/GG/Maudsley/CANMAT/ISBD),dose_efeito,400.0,yes,ok
186,medication,dor/sintomas somaticos,Transtorno bipolar - manutencao,Carbamazepina,yes,Transtorno bipolar - manutencao,200–400 mg/dia: início/titulação. (DM/GG/Maudsley/CANMAT/ISBD),dose_efeito,200.0,yes,ok
187,medication,estabilizacao do humor,Esquizofrenia e transtornos psicoticos,Cariprazina,yes,Esquizofrenia e transtornos psicoticos,"1,5 mg/dia: inicial e faixa usada em depressao bipolar/potencializacao conforme jurisdicao. 3-6 mg/dia: maior efeito antiman?aco/antipsicotico. (DM/ANVISA/ST-E/CANMAT/ISBD)",dose_efeito,1.5,yes,ok
188,medication,humor/TEPT,Transtorno de ansiedade generalizada,Citalopram,yes,transtorno de estresse,20-40 (TM/T1),quadro,30.0,yes,ok
189,medication,humor/TEPT,Transtorno de ansiedade generalizada,Citalopram,yes,transtorno de estresse,20-40 (TM/T1),quadro,40.0,yes,ok
190,medication,humor/TEPT,Transtorno de ansiedade generalizada,Citalopram,yes,transtorno de estresse,20-40 (TM/T1),quadro,20.0,yes,ok
191,medication,ansiedade/resgate,Transtorno bipolar - manutencao,Clobazam,yes,Ansiedade,5-10 mg/dia: inicio com efeito ansiolitico/sedativo. 10-30 mg/dia: maior efeito anticonvulsivante. Ate 40 mg/dia em adultos conforme indicacao/bula. (DM/ANVISA/GG),dose_efeito,40.0,yes,ok
192,medication,dor/sintomas somaticos,Dor neuropatica ou sindromes dolorosas,Clomipramina,yes,dor,25-75 (TM/T1),quadro,25.0,yes,ok
193,medication,dor/sintomas somaticos,Dor neuropatica ou sindromes dolorosas,Clomipramina,yes,dor,25-75 (TM/T1),quadro,50.0,yes,ok
194,medication,dor/sintomas somaticos,Dor neuropatica ou sindromes dolorosas,Clomipramina,yes,dor,25-75 (TM/T1),quadro,75.0,yes,ok
195,medication,ansiedade/resgate,Transtorno bipolar - manutencao,Clonazepam,yes,Transtorno do panico,"0,5-1 mg/dia (DM)",quadro,0.75,yes,ok
196,medication,energia/cognicao,Outro contexto ja conhecido / nao cadastrado,Clonidina,yes,TDAH,"Para TDAH, registrar formulacao XR separadamente. Doses baixas reduzem hiperatividade/impulsividade e podem sedar. Maior dose aumenta hipotensao, bradicardia e sonolencia. (DM/GG/NICE)",dose_efeito_contextual,50,yes,ok
197,medication,psicose/organizacao do pensamento,Esquizofrenia e transtornos psicoticos,Clorpromazina,yes,Esquizofrenia e transtornos psicoticos,"25–100 mg/dia: sedação, antagonismo H1, muscarínico e α1 muito aparentes. (DM/ST-E/GG/Maudsley)",dose_efeito,1.0,yes,ok
198,medication,psicose/organizacao do pensamento,Esquizofrenia e transtornos psicoticos,Clorpromazina,yes,Esquizofrenia e transtornos psicoticos,"25–100 mg/dia: sedação, antagonismo H1, muscarínico e α1 muito aparentes. (DM/ST-E/GG/Maudsley)",dose_efeito,50.5,yes,ok
199,medication,psicose/organizacao do pensamento,Esquizofrenia e transtornos psicoticos,Clorpromazina,yes,Esquizofrenia e transtornos psicoticos,"25–100 mg/dia: sedação, antagonismo H1, muscarínico e α1 muito aparentes. (DM/ST-E/GG/Maudsley)",dose_efeito,100.0,yes,ok
200,medication,psicose/organizacao do pensamento,Esquizofrenia e transtornos psicoticos,Clozapina,yes,Esquizofrenia e transtornos psicoticos,"12,5–50 mg/dia: titulação inicial; predominam hipotensão, sedação e efeitos autonômicos. (DM/ST-E/GG/Maudsley)",dose_efeito,31.25,yes,ok
201,medication,psicose/organizacao do pensamento,Esquizofrenia e transtornos psicoticos,Clozapina,yes,Esquizofrenia e transtornos psicoticos,"12,5–50 mg/dia: titulação inicial; predominam hipotensão, sedação e efeitos autonômicos. (DM/ST-E/GG/Maudsley)",dose_efeito,50.0,yes,ok
202,medication,psicose/organizacao do pensamento,Esquizofrenia e transtornos psicoticos,Clozapina,yes,Esquizofrenia e transtornos psicoticos,"12,5–50 mg/dia: titulação inicial; predominam hipotensão, sedação e efeitos autonômicos. (DM/ST-E/GG/Maudsley)",dose_efeito,12.5,yes,ok
203,medication,psicose/organizacao do pensamento,Esquizofrenia e transtornos psicoticos,Clozapina,yes,Esquizofrenia e transtornos psicoticos,"12,5–50 mg/dia: titulação inicial; predominam hipotensão, sedação e efeitos autonômicos. (DM/ST-E/GG/Maudsley)",dose_efeito,31.25,yes,ok
204,medication,psicose/organizacao do pensamento,Esquizofrenia e transtornos psicoticos,Clozapina,yes,Esquizofrenia e transtornos psicoticos,"12,5–50 mg/dia: titulação inicial; predominam hipotensão, sedação e efeitos autonômicos. (DM/ST-E/GG/Maudsley)",dose_efeito,50.0,yes,ok
205,medication,dor/sintomas somaticos,Dor neuropatica ou sindromes dolorosas,Desipramina,yes,Transtorno depressivo maior,25–50 mg/dia: titulação. (DM/ST-E/GG/Maudsley),dose_efeito,50.0,yes,ok
206,medication,dor/sintomas somaticos,Dor neuropatica ou sindromes dolorosas,Desipramina,yes,Transtorno depressivo maior,25–50 mg/dia: titulação. (DM/ST-E/GG/Maudsley),dose_efeito,25.0,yes,ok
207,medication,dor/sintomas somaticos,Dor neuropatica ou sindromes dolorosas,Desipramina,yes,Transtorno depressivo maior,25–50 mg/dia: titulação. (DM/ST-E/GG/Maudsley),dose_efeito,37.5,yes,ok
208,medication,humor/TEPT,Transtorno de ansiedade generalizada,Desvenlafaxina,yes,transtorno de estresse,50-100 (TM/T1),quadro,50.0,yes,ok
209,medication,humor/TEPT,Transtorno de ansiedade generalizada,Desvenlafaxina,yes,transtorno de estresse,50-100 (TM/T1),quadro,75.0,yes,ok
210,medication,substancias/craving,Transtorno de ansiedade generalizada,Diazepam,yes,TAG,2-10 (TM/T1),quadro,6.0,yes,ok
211,medication,substancias/craving,Transtorno por uso de alcool,Dissulfiram,yes,Transtorno por uso de alcool,250 mg/dia: dose de manutencao frequente. Faixa aproximada 125-500 mg/dia conforme protocolo. Inibe aldeido-desidrogenase; alcool provoca reacao potencialmente grave. (DM/ANVISA/APA/NICE),dose_efeito,500.0,yes,ok
212,medication,dor/sintomas somaticos,Transtorno bipolar - manutencao,Divalproato,yes,Transtorno bipolar - mania/hipomania,750 mg/dia ate resposta; alvo serico 50-125 mcg/mL (DM),quadro,750.0,yes,ok
213,medication,dor/sintomas somaticos,Dor neuropatica ou sindromes dolorosas,Donepezila,yes,Doenca de Alzheimer,5 mg/dia: inicio. 10 mg/dia: manutencao comum apos tolerabilidade. 23 mg/dia: formulacao/indicacao especifica para Alzheimer moderado-grave. (DM/ANVISA/NICE),dose_efeito,14.0,yes,ok
214,medication,dor/sintomas somaticos,Dor neuropatica ou sindromes dolorosas,Dosulepina,yes,TAG,75-150 (TM/T1),quadro,150.0,yes,ok
215,medication,dor/sintomas somaticos,Dor neuropatica ou sindromes dolorosas,Dosulepina,yes,TAG,75-150 (TM/T1),quadro,75.0,yes,ok
216,medication,dor/sintomas somaticos,Dor neuropatica ou sindromes dolorosas,Dosulepina,yes,TAG,75-150 (TM/T1),quadro,112.5,yes,ok
217,medication,dor/sintomas somaticos,Dor neuropatica ou sindromes dolorosas,Doxepina,yes,TAG,75-150 (TM/T1),quadro,75.0,yes,ok
218,medication,dor/sintomas somaticos,Dor neuropatica ou sindromes dolorosas,Doxepina,yes,TAG,75-150 (TM/T1),quadro,112.5,yes,ok
219,medication,dor/sintomas somaticos,Dor neuropatica ou sindromes dolorosas,Doxepina,yes,TAG,75-150 (TM/T1),quadro,150.0,yes,ok
220,medication,dor/sintomas somaticos,Dor neuropatica ou sindromes dolorosas,Doxepina,yes,TAG,75-150 (TM/T1),quadro,75.0,yes,ok
221,medication,psicose/organizacao do pensamento,Esquizofrenia e transtornos psicoticos,Droperidol,yes,Esquizofrenia manutencao,Dose depende da via e finalidade. Doses baixas: antiemetico/sedacao. Doses para agitacao: maior antagonismo D2 e sedacao com monitorizacao. (DM/GG),dose_efeito,2.0,yes,ok
222,medication,dor/sintomas somaticos,Dor neuropatica ou sindromes dolorosas,Duloxetina,yes,dor,60-120 (TM/T1),quadro,120.0,yes,ok
223,medication,dor/sintomas somaticos,Dor neuropatica ou sindromes dolorosas,Duloxetina,yes,dor,60-120 (TM/T1),quadro,60.0,yes,ok
224,medication,dor/sintomas somaticos,Dor neuropatica ou sindromes dolorosas,Duloxetina,yes,dor,60-120 (TM/T1),quadro,90.0,yes,ok
225,medication,humor/TEPT,Transtorno de ansiedade generalizada,Escitalopram,yes,transtorno de estresse,10-20 (TM/T1),quadro,10.0,yes,ok
226,medication,humor/TEPT,Transtorno de ansiedade generalizada,Escitalopram,yes,transtorno de estresse,10-20 (TM/T1),quadro,15.0,yes,ok
227,medication,humor/TEPT,Transtorno de ansiedade generalizada,Escitalopram,yes,transtorno de estresse,10-20 (TM/T1),quadro,20.0,yes,ok
228,medication,sono/sedacao,Insonia,Eszopiclona,yes,Insonia,1 mg a noite: inducao do sono. 2-3 mg a noite: maior efeito em manutencao do sono com maior risco de prejuizo no dia seguinte. (DM/GG),dose_efeito,2.0,yes,ok
229,medication,dor/sintomas somaticos,Transtorno bipolar - manutencao,Fenitoina,yes,Epilepsia,"A dose não deve ser dividida por mecanismo.
Possui farmacocinética não linear: pequenos aumentos podem produzir elevação desproporcional da concentração.
O manejo deve ser guiado por indicação neurológica, níveis séricos, albumina, interações e sinais de toxicidade.

A fenitoína é potente indutora de enzimas hepáticas e apresenta numerosas interações. (DM/GG/Maudsley)",dose_efeito_contextual,50,yes,ok
230,medication,dor/sintomas somaticos,Transtorno bipolar - manutencao,Fenobarbital,yes,Epilepsia,"Doses menores: sedação e efeito hipnótico tornam-se proeminentes.
Faixa anticonvulsivante: deve ser definida por peso, resposta e, quando necessário, concentração sérica.
Doses maiores aumentam depressão do sistema nervoso central, sem criar um novo mecanismo terapêutico.

Para um motor psiquiátrico, provavelmente deveria ficar fora do ranking antidepressivo/antipsicótico comum. (DM/GG/Maudsley)",dose_efeito_contextual,50,yes,ok
231,medication,humor/TEPT,Transtorno depressivo maior,Fluoxetina,yes,transtorno de estresse,20-60 (TM/T1),quadro,40.0,yes,ok
232,medication,humor/TEPT,Transtorno depressivo maior,Fluoxetina,yes,transtorno de estresse,20-60 (TM/T1),quadro,60.0,yes,ok
233,medication,humor/TEPT,Transtorno depressivo maior,Fluoxetina,yes,transtorno de estresse,20-60 (TM/T1),quadro,20.0,yes,ok
234,medication,humor/TEPT,Transtorno de ansiedade generalizada,Fluvoxamina,yes,transtorno de estresse,100-200 (TM/T1),quadro,200.0,yes,ok
235,medication,humor/TEPT,Transtorno de ansiedade generalizada,Fluvoxamina,yes,transtorno de estresse,100-200 (TM/T1),quadro,100.0,yes,ok
236,medication,humor/TEPT,Transtorno de ansiedade generalizada,Fluvoxamina,yes,transtorno de estresse,100-200 (TM/T1),quadro,150.0,yes,ok
237,medication,dor/sintomas somaticos,Dor neuropatica ou sindromes dolorosas,Galantamina,yes,Doenca de Alzheimer,8 mg/dia: inicio em formulacoes prolongadas. 16-24 mg/dia: manutencao. (DM/ANVISA/NICE),dose_efeito,8.0,yes,ok
238,medication,energia/cognicao,Outro contexto ja conhecido / nao cadastrado,Guanfacina XR,yes,TDAH,1 mg/dia: inicio. 1-4 mg/dia: faixa comum em criancas/adolescentes; alguns rotulos permitem doses maiores conforme idade/peso. (DM/NICE),dose_efeito,2.5,yes,ok
239,medication,psicose/organizacao do pensamento,Esquizofrenia e transtornos psicoticos,Haloperidol,yes,Esquizofrenia e transtornos psicoticos,"0,5–2 mg/dia: baixa exposição; ainda há bloqueio D2, com uso dependente do quadro. (DM/ST-E/GG/Maudsley)",dose_efeito,2.0,yes,ok
240,medication,psicose/organizacao do pensamento,Esquizofrenia e transtornos psicoticos,Haloperidol,yes,Esquizofrenia e transtornos psicoticos,"0,5–2 mg/dia: baixa exposição; ainda há bloqueio D2, com uso dependente do quadro. (DM/ST-E/GG/Maudsley)",dose_efeito,0.5,yes,ok
241,medication,psicose/organizacao do pensamento,Esquizofrenia e transtornos psicoticos,Haloperidol,yes,Esquizofrenia e transtornos psicoticos,"0,5–2 mg/dia: baixa exposição; ainda há bloqueio D2, com uso dependente do quadro. (DM/ST-E/GG/Maudsley)",dose_efeito,1.25,yes,ok
242,medication,dor/sintomas somaticos,Dor neuropatica ou sindromes dolorosas,Imipramina,yes,TAG,75-150 (TM/T1),quadro,75.0,yes,ok
243,medication,dor/sintomas somaticos,Dor neuropatica ou sindromes dolorosas,Imipramina,yes,TAG,75-150 (TM/T1),quadro,112.5,yes,ok
244,medication,dor/sintomas somaticos,Dor neuropatica ou sindromes dolorosas,Imipramina,yes,TAG,75-150 (TM/T1),quadro,150.0,yes,ok
245,medication,dor/sintomas somaticos,Transtorno bipolar - manutencao,Lamotrigina,yes,Transtorno bipolar - manutencao,"25 mg/dia: etapa inicial comum, não dose terapêutica final. (DM/ST-E/GG/Maudsley/CANMAT/ISBD)",dose_efeito,25.0,yes,ok
246,medication,dor/sintomas somaticos,Transtorno bipolar - manutencao,Lamotrigina,yes,Transtorno bipolar - manutencao,"25 mg/dia: etapa inicial comum, não dose terapêutica final. (DM/ST-E/GG/Maudsley/CANMAT/ISBD)",dose_efeito,25.0,yes,ok
247,medication,dor/sintomas somaticos,Transtorno bipolar - manutencao,Lamotrigina,yes,Transtorno bipolar - manutencao,"25 mg/dia: etapa inicial comum, não dose terapêutica final. (DM/ST-E/GG/Maudsley/CANMAT/ISBD)",dose_efeito,25.0,yes,ok
248,medication,psicose/organizacao do pensamento,Esquizofrenia e transtornos psicoticos,Levomepromazina,yes,Esquizofrenia e transtornos psicoticos,"5–25 mg/dia: sedação intensa, antagonismo H1, α1 e muscarínico. (DM/ANVISA/ST-E/Maudsley/PENDENTE)",dose_efeito,25.0,yes,ok
249,medication,psicose/organizacao do pensamento,Esquizofrenia e transtornos psicoticos,Levomepromazina,yes,Esquizofrenia e transtornos psicoticos,"5–25 mg/dia: sedação intensa, antagonismo H1, α1 e muscarínico. (DM/ANVISA/ST-E/Maudsley/PENDENTE)",dose_efeito,1.0,yes,ok
250,medication,psicose/organizacao do pensamento,Esquizofrenia e transtornos psicoticos,Levomepromazina,yes,Esquizofrenia e transtornos psicoticos,"5–25 mg/dia: sedação intensa, antagonismo H1, α1 e muscarínico. (DM/ANVISA/ST-E/Maudsley/PENDENTE)",dose_efeito,13.0,yes,ok
251,medication,energia/cognicao,Outro contexto ja conhecido / nao cadastrado,Lisdexanfetamina,yes,TDAH,30 mg pela manha: inicio comum. 50-70 mg/dia: maior efeito estimulante; 70 mg costuma ser limite diario em bulas. (DM/ANVISA/GG/NICE),dose_efeito,30.0,yes,ok
252,medication,dor/sintomas somaticos,Transtorno bipolar - manutencao,Litio,yes,Transtorno bipolar - manutencao,"Manutenção: litemia frequentemente em torno de 0,6–1,0 mEq/L. (DM/ST-E/GG/Maudsley/CANMAT/ISBD)",dose_efeito,0.8,yes,ok
253,medication,dor/sintomas somaticos,Transtorno bipolar - manutencao,Litio,yes,Transtorno bipolar - manutencao,"Manutenção: litemia frequentemente em torno de 0,6–1,0 mEq/L. (DM/ST-E/GG/Maudsley/CANMAT/ISBD)",dose_efeito,1.0,yes,ok
254,medication,substancias/craving,Transtorno de ansiedade generalizada,Lorazepam,yes,Ansiedade grave,"0,5-1 mg por tomada: ansiolitico. 1-2 mg por tomada: maior sedacao e controle de agitacao. Protocolos de catatonia exigem avaliacao e monitorizacao. (DM/ANVISA/Maudsley)",dose_efeito,2.0,yes,ok
255,medication,estabilizacao do humor,Esquizofrenia e transtornos psicoticos,Lurasidona,yes,Esquizofrenia e transtornos psicoticos,"20–120 mg/dia: depressão bipolar, conforme bula e população. (DM/ST-PG/ST-E/GG/Maudsley)",dose_efeito,20.0,yes,ok
256,medication,estabilizacao do humor,Esquizofrenia e transtornos psicoticos,Lurasidona,yes,Esquizofrenia e transtornos psicoticos,"20–120 mg/dia: depressão bipolar, conforme bula e população. (DM/ST-PG/ST-E/GG/Maudsley)",dose_efeito,70.0,yes,ok
