medication_name,drug_class,condition_or_context,condition_key,audit_status,condition_range,dose_effect_min,dose_effect_max,range_source,dose_effect_source,missing_fields
Valproato,Estabilizador de humor,Transtorno por uso de alcool,vicios,RESEARCH_REQUIRED_NO_COMPARABLE_RANGE,nao cadastrado,,,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA_VALPROIC_ACID; FDA_DEPAKOTE;
CANMAT_ISBD; MAUDSLEY; GOODMAN_GILMAN; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4b619f73-44e5-4a99-b425-a96cb2228c87",dose_effect_band | dose_effect_min | dose_effect_max | condition_range | condition_range_min | condition_range_max | range_source
Valproato,Estabilizador de humor,Anorexia nervosa,bulimia_anorexia,RESEARCH_REQUIRED_NO_COMPARABLE_RANGE,nao cadastrado,,,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA_VALPROIC_ACID; FDA_DEPAKOTE;
CANMAT_ISBD; MAUDSLEY; GOODMAN_GILMAN; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4b619f73-44e5-4a99-b425-a96cb2228c87",dose_effect_band | dose_effect_min | dose_effect_max | condition_range | condition_range_min | condition_range_max | range_source
Venlafaxina,SNRI,Fibromialgia,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,37.5,75,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA_EFFEXOR; STAHL_ESSENTIAL; STAHL_PG; GOODMAN_GILMAN; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=38fd2c97-cd30-2f7d-e054-00144ff8d46c,condition_key | condition_range | condition_range_min | condition_range_max | range_source
Venlafaxina,SNRI,Enxaqueca - prevencao,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,37.5,75,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA_EFFEXOR; STAHL_ESSENTIAL; STAHL_PG; GOODMAN_GILMAN; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=38fd2c97-cd30-2f7d-e054-00144ff8d46c,condition_key | condition_range | condition_range_min | condition_range_max | range_source
Venlafaxina,SNRI,Fibromialgia,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,150,225,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA_EFFEXOR; STAHL_ESSENTIAL; STAHL_PG; GOODMAN_GILMAN; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=38fd2c97-cd30-2f7d-e054-00144ff8d46c,condition_key | condition_range | condition_range_min | condition_range_max | range_source
Venlafaxina,SNRI,Enxaqueca - prevencao,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,150,225,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA_EFFEXOR; STAHL_ESSENTIAL; STAHL_PG; GOODMAN_GILMAN; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=38fd2c97-cd30-2f7d-e054-00144ff8d46c,condition_key | condition_range | condition_range_min | condition_range_max | range_source
Venlafaxina,SNRI,Fibromialgia,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,225,225,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA_EFFEXOR; STAHL_ESSENTIAL; STAHL_PG; GOODMAN_GILMAN; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=38fd2c97-cd30-2f7d-e054-00144ff8d46c,condition_key | condition_range | condition_range_min | condition_range_max | range_source
Venlafaxina,SNRI,Enxaqueca - prevencao,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,225,225,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA_EFFEXOR; STAHL_ESSENTIAL; STAHL_PG; GOODMAN_GILMAN; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=38fd2c97-cd30-2f7d-e054-00144ff8d46c,condition_key | condition_range | condition_range_min | condition_range_max | range_source
Venlafaxina XR,SNRI,Fibromialgia,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,37.5,37.5,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Effexor XR Prescribing Information; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; estudos PET SERT/NET.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=38fd2c97-cd30-2f7d-e054-00144ff8d46c",condition_key | condition_range | condition_range_min | condition_range_max | range_source
Venlafaxina XR,SNRI,Enxaqueca - prevencao,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,37.5,37.5,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Effexor XR Prescribing Information; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; estudos PET SERT/NET.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=38fd2c97-cd30-2f7d-e054-00144ff8d46c",condition_key | condition_range | condition_range_min | condition_range_max | range_source
Venlafaxina XR,SNRI,Fibromialgia,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,75,75,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Effexor XR Prescribing Information; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; estudos PET SERT/NET.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=38fd2c97-cd30-2f7d-e054-00144ff8d46c",condition_key | condition_range | condition_range_min | condition_range_max | range_source
Venlafaxina XR,SNRI,Enxaqueca - prevencao,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,75,75,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Effexor XR Prescribing Information; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; estudos PET SERT/NET.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=38fd2c97-cd30-2f7d-e054-00144ff8d46c",condition_key | condition_range | condition_range_min | condition_range_max | range_source
Venlafaxina XR,SNRI,Fibromialgia,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,150,225,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Effexor XR Prescribing Information; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; estudos PET SERT/NET.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=38fd2c97-cd30-2f7d-e054-00144ff8d46c",condition_key | condition_range | condition_range_min | condition_range_max | range_source
Venlafaxina XR,SNRI,Enxaqueca - prevencao,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,150,225,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Effexor XR Prescribing Information; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; estudos PET SERT/NET.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=38fd2c97-cd30-2f7d-e054-00144ff8d46c",condition_key | condition_range | condition_range_min | condition_range_max | range_source
Venlafaxina XR,SNRI,Fibromialgia,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,1,1,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Effexor XR Prescribing Information; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; estudos PET SERT/NET.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=38fd2c97-cd30-2f7d-e054-00144ff8d46c",condition_key | condition_range | condition_range_min | condition_range_max | range_source
Venlafaxina XR,SNRI,Enxaqueca - prevencao,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,1,1,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Effexor XR Prescribing Information; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; estudos PET SERT/NET.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=38fd2c97-cd30-2f7d-e054-00144ff8d46c",condition_key | condition_range | condition_range_min | condition_range_max | range_source
Vilazodona,SSRI/serotonergico,Anorexia nervosa,bulimia_anorexia,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,10,10,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Viibryd Prescribing Information; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4c55ccfb-c4cf-11df-851a-0800200c9a66",condition_range | condition_range_min | condition_range_max | range_source
Vilazodona,SSRI/serotonergico,Anorexia nervosa,bulimia_anorexia,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,20,20,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Viibryd Prescribing Information; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4c55ccfb-c4cf-11df-851a-0800200c9a66",condition_range | condition_range_min | condition_range_max | range_source
Vilazodona,SSRI/serotonergico,Anorexia nervosa,bulimia_anorexia,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,40,40,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Viibryd Prescribing Information; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4c55ccfb-c4cf-11df-851a-0800200c9a66",condition_range | condition_range_min | condition_range_max | range_source
Vilazodona,SSRI/serotonergico,Anorexia nervosa,bulimia_anorexia,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,1,5,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Viibryd Prescribing Information; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4c55ccfb-c4cf-11df-851a-0800200c9a66",condition_range | condition_range_min | condition_range_max | range_source
Vortioxetina,SSRI/serotonergico,Anorexia nervosa,bulimia_anorexia,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,5,5,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Trintellix Prescribing Information; EMA/Brintellix SmPC; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=cb1e9df4-dd74-4073-9d78-bb55593dd000",condition_range | condition_range_min | condition_range_max | range_source
Vortioxetina,SSRI/serotonergico,Anorexia nervosa,bulimia_anorexia,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,10,10,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Trintellix Prescribing Information; EMA/Brintellix SmPC; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=cb1e9df4-dd74-4073-9d78-bb55593dd000",condition_range | condition_range_min | condition_range_max | range_source
Vortioxetina,SSRI/serotonergico,Anorexia nervosa,bulimia_anorexia,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,20,20,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Trintellix Prescribing Information; EMA/Brintellix SmPC; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=cb1e9df4-dd74-4073-9d78-bb55593dd000",condition_range | condition_range_min | condition_range_max | range_source
Vortioxetina,SSRI/serotonergico,Anorexia nervosa,bulimia_anorexia,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,5,20,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Trintellix Prescribing Information; EMA/Brintellix SmPC; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=cb1e9df4-dd74-4073-9d78-bb55593dd000",condition_range | condition_range_min | condition_range_max | range_source
Vortioxetina,SSRI/serotonergico,Anorexia nervosa,bulimia_anorexia,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,5,65,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Trintellix Prescribing Information; EMA/Brintellix SmPC; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=cb1e9df4-dd74-4073-9d78-bb55593dd000",condition_range | condition_range_min | condition_range_max | range_source
Alprazolam,Benzodiazepinico,Transtorno do panico,panico,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,0.25,4,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA/DailyMed Xanax/alprazolam; bula Anvisa; Stahl; Goodman & Gilman; Maudsley; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=fc5fe795-6b41-aecf-e053-6394a90af562,dominant_effect | condition_range | condition_range_min | condition_range_max | range_source
Alprazolam,Benzodiazepinico,Ansiedade aguda,TAG,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,0.25,4,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA/DailyMed Xanax/alprazolam; bula Anvisa; Stahl; Goodman & Gilman; Maudsley; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=fc5fe795-6b41-aecf-e053-6394a90af562,dominant_effect | condition_range | condition_range_min | condition_range_max | range_source
Alprazolam,Benzodiazepinico,TAG,TAG,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,0.25,4,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA/DailyMed Xanax/alprazolam; bula Anvisa; Stahl; Goodman & Gilman; Maudsley; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=fc5fe795-6b41-aecf-e053-6394a90af562,dominant_effect | condition_range | condition_range_min | condition_range_max | range_source
Alprazolam,Benzodiazepinico,Insonia,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,0.25,4,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA/DailyMed Xanax/alprazolam; bula Anvisa; Stahl; Goodman & Gilman; Maudsley; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=fc5fe795-6b41-aecf-e053-6394a90af562,condition_key | dominant_effect | condition_range | condition_range_min | condition_range_max | range_source
Bromazepam,Benzodiazepinico,Transtorno do panico,panico,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,3,30,PENDENTE_PESQUISAR,HC; ST-E; GG,condition_range | condition_range_min | condition_range_max | range_source | strategy_if_range_missing
Bromazepam,Benzodiazepinico,Insonia,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,3,30,PENDENTE_PESQUISAR,HC; ST-E; GG,condition_key | condition_range | condition_range_min | condition_range_max | range_source | strategy_if_range_missing
Clobazam,Benzodiazepinico anticonvulsivante,Epilepsia,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,5,40,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA/Onfi; UK/European SmPC; bula Anvisa quando disponivel; Goodman & Gilman; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6783eaa8-e236-4957-aaa9-b42bf8e709a7,condition_key | dominant_effect | condition_range | condition_range_min | condition_range_max | range_source
Clobazam,Benzodiazepinico anticonvulsivante,Ansiedade,TAG,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,5,40,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA/Onfi; UK/European SmPC; bula Anvisa quando disponivel; Goodman & Gilman; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6783eaa8-e236-4957-aaa9-b42bf8e709a7,dominant_effect | condition_range | condition_range_min | condition_range_max | range_source
Clonazepam,Benzodiazepinico,Ansiedade aguda,TAG,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,0.25,20,PENDENTE_PESQUISAR,DM; ST-E; GG,dominant_effect | condition_range | condition_range_min | condition_range_max | range_source | strategy_if_range_missing
Clonazepam,Benzodiazepinico,Mania/agita??o,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,0.25,20,PENDENTE_PESQUISAR,DM; ST-E; GG,condition_key | dominant_effect | condition_range | condition_range_min | condition_range_max | range_source | strategy_if_range_missing
Clonazepam,Benzodiazepinico,Insonia,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,0.25,20,PENDENTE_PESQUISAR,DM; ST-E; GG,condition_key | dominant_effect | condition_range | condition_range_min | condition_range_max | range_source | strategy_if_range_missing
Diazepam,Benzodiazepinico,Abstinencia alcoolica,vicios,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,1,10,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA/Valium; bula Anvisa; ASAM Alcohol Withdrawal Guideline; Stahl; Goodman & Gilman; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f466f8a3-f31c-44f4-b0e8-444464f20f66,dominant_effect | condition_range | condition_range_min | condition_range_max | range_source
Diazepam,Benzodiazepinico,Convulsao/status,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,1,10,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA/Valium; bula Anvisa; ASAM Alcohol Withdrawal Guideline; Stahl; Goodman & Gilman; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f466f8a3-f31c-44f4-b0e8-444464f20f66,condition_key | dominant_effect | condition_range | condition_range_min | condition_range_max | range_source
Diazepam,Benzodiazepinico,Espasmo muscular,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,1,10,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA/Valium; bula Anvisa; ASAM Alcohol Withdrawal Guideline; Stahl; Goodman & Gilman; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f466f8a3-f31c-44f4-b0e8-444464f20f66,condition_key | dominant_effect | condition_range | condition_range_min | condition_range_max | range_source
Diazepam,Benzodiazepinico,Insonia,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,1,10,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA/Valium; bula Anvisa; ASAM Alcohol Withdrawal Guideline; Stahl; Goodman & Gilman; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f466f8a3-f31c-44f4-b0e8-444464f20f66,condition_key | dominant_effect | condition_range | condition_range_min | condition_range_max | range_source
Lorazepam,Benzodiazepinico,Catatonia,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,0.5,2,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA/Ativan; bula Anvisa; British Association for Psychopharmacology catatonia; ASAM; Maudsley; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=569e8a5a-ddf7-ebbc-e063-6294a90ab7a4,condition_key | dominant_effect | condition_range | condition_range_min | condition_range_max | range_source
Lorazepam,Benzodiazepinico,Agitacao aguda,depressao_com_agitacao_agressiva,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,0.5,2,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA/Ativan; bula Anvisa; British Association for Psychopharmacology catatonia; ASAM; Maudsley; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=569e8a5a-ddf7-ebbc-e063-6294a90ab7a4,dominant_effect | condition_range | condition_range_min | condition_range_max | range_source
Lorazepam,Benzodiazepinico,Ansiedade grave,TAG,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,0.5,2,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA/Ativan; bula Anvisa; British Association for Psychopharmacology catatonia; ASAM; Maudsley; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=569e8a5a-ddf7-ebbc-e063-6294a90ab7a4,dominant_effect | condition_range | condition_range_min | condition_range_max | range_source
Lorazepam,Benzodiazepinico,Abstinencia alcoolica,vicios,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,0.5,2,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA/Ativan; bula Anvisa; British Association for Psychopharmacology catatonia; ASAM; Maudsley; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=569e8a5a-ddf7-ebbc-e063-6294a90ab7a4,dominant_effect | condition_range | condition_range_min | condition_range_max | range_source
Lorazepam,Benzodiazepinico,Insonia,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,0.5,2,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA/Ativan; bula Anvisa; British Association for Psychopharmacology catatonia; ASAM; Maudsley; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=569e8a5a-ddf7-ebbc-e063-6294a90ab7a4,condition_key | dominant_effect | condition_range | condition_range_min | condition_range_max | range_source
Midazolam,Benzodiazepinico de urgencia/sedacao,Sedacao procedural,,RESEARCH_REQUIRED_NO_COMPARABLE_RANGE,nao cadastrado,,,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA/Versed; bula Anvisa; protocolos de emergencia; Goodman & Gilman; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=54ed43b2-bad1-4b45-e063-6294a90a793a,condition_key | dose_effect_band | dose_effect_min | dose_effect_max | dominant_effect | mechanism_or_target | condition_range | condition_range_min | condition_range_max | range_source
Midazolam,Benzodiazepinico de urgencia/sedacao,Convulsao aguda/status,,RESEARCH_REQUIRED_NO_COMPARABLE_RANGE,nao cadastrado,,,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA/Versed; bula Anvisa; protocolos de emergencia; Goodman & Gilman; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=54ed43b2-bad1-4b45-e063-6294a90a793a,condition_key | dose_effect_band | dose_effect_min | dose_effect_max | dominant_effect | mechanism_or_target | condition_range | condition_range_min | condition_range_max | range_source
Midazolam,Benzodiazepinico de urgencia/sedacao,Agitacao extrema,depressao_com_agitacao_agressiva,RESEARCH_REQUIRED_NO_COMPARABLE_RANGE,nao cadastrado,,,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA/Versed; bula Anvisa; protocolos de emergencia; Goodman & Gilman; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=54ed43b2-bad1-4b45-e063-6294a90a793a,dose_effect_band | dose_effect_min | dose_effect_max | dominant_effect | mechanism_or_target | condition_range | condition_range_min | condition_range_max | range_source
Oxazepam,Benzodiazepinico,Abstinencia alcoolica,vicios,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,2,30,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA/Serax ou DailyMed oxazepam; ASAM; Goodman & Gilman; Maudsley; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a0d5a4c1-ec79-42e6-8e8f-ae4d144edb43,dominant_effect | condition_range | condition_range_min | condition_range_max | range_source
Oxazepam,Benzodiazepinico,Insonia,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,2,30,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA/Serax ou DailyMed oxazepam; ASAM; Goodman & Gilman; Maudsley; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a0d5a4c1-ec79-42e6-8e8f-ae4d144edb43,condition_key | dominant_effect | condition_range | condition_range_min | condition_range_max | range_source
Temazepam,Benzodiazepinico hipnotico,Insonia,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,7.5,30,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA/Restoril; bula/SmPC; diretrizes de insonia; Goodman & Gilman; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bc56f7fd-1aaf-48ff-8aa7-d467e59e1015,condition_key | dominant_effect | condition_range | condition_range_min | condition_range_max | range_source
Zolpidem,Hipnotico Z,Insonia,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,5,10,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA/Ambien e Ambien CR; Anvisa; diretrizes de insonia; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9025a6f7-5501-4aba-875e-222ef39848c0,condition_key | dominant_effect | condition_range | condition_range_min | condition_range_max | range_source
Zolpidem,Hipnotico Z,Ansiedade,TAG,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,5,10,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA/Ambien e Ambien CR; Anvisa; diretrizes de insonia; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9025a6f7-5501-4aba-875e-222ef39848c0,dominant_effect | condition_range | condition_range_min | condition_range_max | range_source
Zolpidem,Hipnotico Z,Depressao,depressao_ansiosa,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,5,10,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA/Ambien e Ambien CR; Anvisa; diretrizes de insonia; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9025a6f7-5501-4aba-875e-222ef39848c0,dominant_effect | condition_range | condition_range_min | condition_range_max | range_source
Zopiclona,Hipnotico Z,Insonia,,RESEARCH_REQUIRED_NO_COMPARABLE_RANGE,nao cadastrado,3.75,7.5,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,UK/European SmPC zopiclona; BNF; bula local quando disponivel; DM:PENDENTE_PESQUISAR,condition_key | dose_effect_band | dominant_effect | mechanism_or_target | condition_range | condition_range_min | condition_range_max | range_source | dose_effect_source
Eszopiclona,Hipnotico Z,Insonia,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,1,3,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA/Lunesta; diretrizes de insonia; Goodman & Gilman; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c4ff1d6a-918e-c046-e053-2a95a90a9c9b,condition_key | dominant_effect | condition_range | condition_range_min | condition_range_max | range_source
Buspirona,Ansiolitico nao benzodiazepinico,TAG,TAG,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,2,60,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA/DailyMed buspirona; Stahl; Goodman & Gilman; diretrizes de ansiedade; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f101c5f3-d533-474d-a8bf-90d054933d16,dominant_effect | condition_range | condition_range_min | condition_range_max | range_source
Buspirona,Ansiolitico nao benzodiazepinico,Ansiedade cronica,TAG,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,2,60,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA/DailyMed buspirona; Stahl; Goodman & Gilman; diretrizes de ansiedade; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f101c5f3-d533-474d-a8bf-90d054933d16,dominant_effect | condition_range | condition_range_min | condition_range_max | range_source
